,time,input,output
1598,1598,0,31
1599,1599,1,0
1600,1600,0,0
1601,1601,1,1
1602,1602,0,1
1603,1603,1,2
1604,1604,0,2
1605,1605,1,3
1606,1606,0,3
1607,1607,1,4
1608,1608,0,4
1609,1609,1,5
1610,1610,0,5
1611,1611,1,6
1612,1612,0,6
1613,1613,1,7
1614,1614,0,7
1615,1615,1,8
1616,1616,0,8
1617,1617,1,9
1618,1618,0,9
1619,1619,1,10
1620,1620,0,10
1621,1621,1,11
1622,1622,0,11
1623,1623,1,12
1624,1624,0,12
1625,1625,1,13
1626,1626,0,13
1627,1627,1,14
1628,1628,0,14
1629,1629,1,15
1630,1630,0,15
1631,1631,1,16
1632,1632,0,16
1633,1633,1,17
1634,1634,0,17
1635,1635,1,18
1636,1636,0,18
1637,1637,1,19
1638,1638,0,19
1639,1639,1,20
1640,1640,0,20
1641,1641,1,21
1642,1642,0,21
1643,1643,1,22
1644,1644,0,22
1645,1645,1,23
1646,1646,0,23
1647,1647,1,24
1648,1648,0,24
1649,1649,1,25
1650,1650,0,25
1651,1651,1,26
1652,1652,0,26
1653,1653,1,27
1654,1654,0,27
1655,1655,1,28
1656,1656,0,28
1657,1657,1,29
1658,1658,0,29
1659,1659,1,30
1660,1660,0,30
1661,1661,1,31
1662,1662,0,31
1663,1663,1,0
1664,1664,0,0
1665,1665,1,1
1666,1666,0,1
1667,1667,1,2
1668,1668,0,2
1669,1669,1,3
1670,1670,0,3
1671,1671,1,4
1672,1672,0,4
1673,1673,1,5
1674,1674,0,5
1675,1675,1,6
1676,1676,0,6
1677,1677,1,7
1678,1678,0,7
1679,1679,1,8
1680,1680,0,8
1681,1681,1,9
1682,1682,0,9
1683,1683,1,10
1684,1684,0,10
1685,1685,1,11
1686,1686,0,11
1687,1687,1,12
1688,1688,0,12
1689,1689,1,13
1690,1690,0,13
1691,1691,1,14
1692,1692,0,14
1693,1693,1,15
1694,1694,0,15
1695,1695,1,16
1696,1696,0,16
1697,1697,1,17
1698,1698,0,17
1699,1699,1,18
1700,1700,0,18
1701,1701,1,19
1702,1702,0,19
1703,1703,1,20
1704,1704,0,20
1705,1705,1,21
1706,1706,0,21
1707,1707,1,22
1708,1708,0,22
1709,1709,1,23
1710,1710,0,23
1711,1711,1,24
1712,1712,0,24
1713,1713,1,25
1714,1714,0,25
1715,1715,1,26
1716,1716,0,26
1717,1717,1,27
1718,1718,0,27
1719,1719,1,28
1720,1720,0,28
1721,1721,1,29
1722,1722,0,29
1723,1723,1,30
1724,1724,0,30
1725,1725,1,31
1726,1726,0,31
1727,1727,1,0
1728,1728,0,0
1729,1729,1,1
1730,1730,0,1
1731,1731,1,2
1732,1732,0,2
1733,1733,1,3
1734,1734,0,3
1735,1735,1,4
1736,1736,0,4
1737,1737,1,5
1738,1738,0,5
1739,1739,1,6
1740,1740,0,6
1741,1741,1,7
1742,1742,0,7
1743,1743,1,8
1744,1744,0,8
1745,1745,1,9
1746,1746,0,9
1747,1747,1,10
1748,1748,0,10
1749,1749,1,11
1750,1750,0,11
1751,1751,1,12
1752,1752,0,12
1753,1753,1,13
1754,1754,0,13
1755,1755,1,14
1756,1756,0,14
1757,1757,1,15
1758,1758,0,15
1759,1759,1,16
1760,1760,0,16
1761,1761,1,17
1762,1762,0,17
1763,1763,1,18
1764,1764,0,18
1765,1765,1,19
1766,1766,0,19
1767,1767,1,20
1768,1768,0,20
1769,1769,1,21
1770,1770,0,21
1771,1771,1,22
1772,1772,0,22
1773,1773,1,23
1774,1774,0,23
1775,1775,1,24
1776,1776,0,24
1777,1777,1,25
1778,1778,0,25
1779,1779,1,26
1780,1780,0,26
1781,1781,1,27
1782,1782,0,27
1783,1783,1,28
1784,1784,0,28
1785,1785,1,29
1786,1786,0,29
1787,1787,1,30
1788,1788,0,30
1789,1789,1,31
1790,1790,0,31
1791,1791,1,0
1792,1792,0,0
1793,1793,1,1
1794,1794,0,1
1795,1795,1,2
1796,1796,0,2
1797,1797,1,3
1798,1798,0,3
1799,1799,1,4
1800,1800,0,4
1801,1801,1,5
1802,1802,0,5
1803,1803,1,6
1804,1804,0,6
1805,1805,1,7
1806,1806,0,7
1807,1807,1,8
1808,1808,0,8
1809,1809,1,9
1810,1810,0,9
1811,1811,1,10
1812,1812,0,10
1813,1813,1,11
1814,1814,0,11
1815,1815,1,12
1816,1816,0,12
1817,1817,1,13
1818,1818,0,13
1819,1819,1,14
1820,1820,0,14
1821,1821,1,15
1822,1822,0,15
1823,1823,1,16
1824,1824,0,16
1825,1825,1,17
1826,1826,0,17
1827,1827,1,18
1828,1828,0,18
1829,1829,1,19
1830,1830,0,19
1831,1831,1,20
1832,1832,0,20
1833,1833,1,21
1834,1834,0,21
1835,1835,1,22
1836,1836,0,22
1837,1837,1,23
1838,1838,0,23
1839,1839,1,24
1840,1840,0,24
1841,1841,1,25
1842,1842,0,25
1843,1843,1,26
1844,1844,0,26
1845,1845,1,27
1846,1846,0,27
1847,1847,1,28
1848,1848,0,28
1849,1849,1,29
1850,1850,0,29
1851,1851,1,30
1852,1852,0,30
1853,1853,1,31
1854,1854,0,31
1855,1855,1,0
1856,1856,0,0
1857,1857,1,1
1858,1858,0,1
1859,1859,1,2
1860,1860,0,2
1861,1861,1,3
1862,1862,0,3
1863,1863,1,4
1864,1864,0,4
1865,1865,1,5
1866,1866,0,5
1867,1867,1,6
1868,1868,0,6
1869,1869,1,7
1870,1870,0,7
1871,1871,1,8
1872,1872,0,8
1873,1873,1,9
1874,1874,0,9
1875,1875,1,10
1876,1876,0,10
1877,1877,1,11
1878,1878,0,11
1879,1879,1,12
1880,1880,0,12
1881,1881,1,13
1882,1882,0,13
1883,1883,1,14
1884,1884,0,14
1885,1885,1,15
1886,1886,0,15
1887,1887,1,16
1888,1888,0,16
1889,1889,1,17
1890,1890,0,17
1891,1891,1,18
1892,1892,0,18
1893,1893,1,19
1894,1894,0,19
1895,1895,1,20
1896,1896,0,20
1897,1897,1,21
1898,1898,0,21
1899,1899,1,22
1900,1900,0,22
1901,1901,1,23
1902,1902,0,23
1903,1903,1,24
1904,1904,0,24
1905,1905,1,25
1906,1906,0,25
1907,1907,1,26
1908,1908,0,26
1909,1909,1,27
1910,1910,0,27
1911,1911,1,28
1912,1912,0,28
1913,1913,1,29
1914,1914,0,29
1915,1915,1,30
1916,1916,0,30
1917,1917,1,31
1918,1918,0,31
1919,1919,1,0
1920,1920,0,0
1921,1921,1,1
1922,1922,0,1
1923,1923,1,2
1924,1924,0,2
1925,1925,1,3
1926,1926,0,3
1927,1927,1,4
1928,1928,0,4
1929,1929,1,5
1930,1930,0,5
1931,1931,1,6
1932,1932,0,6
1933,1933,1,7
1934,1934,0,7
1935,1935,1,8
1936,1936,0,8
1937,1937,1,9
1938,1938,0,9
1939,1939,1,10
1940,1940,0,10
1941,1941,1,11
1942,1942,0,11
1943,1943,1,12
1944,1944,0,12
1945,1945,1,13
1946,1946,0,13
1947,1947,1,14
1948,1948,0,14
1949,1949,1,15
1950,1950,0,15
1951,1951,1,16
1952,1952,0,16
1953,1953,1,17
1954,1954,0,17
1955,1955,1,18
1956,1956,0,18
1957,1957,1,19
1958,1958,0,19
1959,1959,1,20
1960,1960,0,20
1961,1961,1,21
1962,1962,0,21
1963,1963,1,22
1964,1964,0,22
1965,1965,1,23
1966,1966,0,23
1967,1967,1,24
1968,1968,0,24
1969,1969,1,25
1970,1970,0,25
1971,1971,1,26
1972,1972,0,26
1973,1973,1,27
1974,1974,0,27
1975,1975,1,28
1976,1976,0,28
1977,1977,1,29
1978,1978,0,29
1979,1979,1,30
1980,1980,0,30
1981,1981,1,31
1982,1982,0,31
1983,1983,1,0
1984,1984,0,0
1985,1985,1,1
1986,1986,0,1
1987,1987,1,2
1988,1988,0,2
1989,1989,1,3
1990,1990,0,3
1991,1991,1,4
1992,1992,0,4
1993,1993,1,5
1994,1994,0,5
1995,1995,1,6
1996,1996,0,6
1997,1997,1,7
1998,1998,0,7
1999,1999,1,8
2000,2000,0,8
2001,2001,1,9
2002,2002,0,9
2003,2003,1,10
2004,2004,0,10
2005,2005,1,11
2006,2006,0,11
2007,2007,1,12
2008,2008,0,12
2009,2009,1,13
2010,2010,0,13
2011,2011,1,14
2012,2012,0,14
2013,2013,1,15
2014,2014,0,15
2015,2015,1,16
2016,2016,0,16
2017,2017,1,17
2018,2018,0,17
2019,2019,1,18
2020,2020,0,18
2021,2021,1,19
2022,2022,0,19
2023,2023,1,20
2024,2024,0,20
2025,2025,1,21
2026,2026,0,21
2027,2027,1,22
2028,2028,0,22
2029,2029,1,23
2030,2030,0,23
2031,2031,1,24
2032,2032,0,24
2033,2033,1,25
2034,2034,0,25
2035,2035,1,26
2036,2036,0,26
2037,2037,1,27
2038,2038,0,27
2039,2039,1,28
2040,2040,0,28
2041,2041,1,29
2042,2042,0,29
2043,2043,1,30
2044,2044,0,30
2045,2045,1,31
2046,2046,0,31
2047,2047,1,0
2048,2048,0,0
2049,2049,1,1
2050,2050,0,1
2051,2051,1,2
2052,2052,0,2
2053,2053,1,3
2054,2054,0,3
2055,2055,1,4
2056,2056,0,4
2057,2057,1,5
2058,2058,0,5
2059,2059,1,6
2060,2060,0,6
2061,2061,1,7
2062,2062,0,7
2063,2063,1,8
2064,2064,0,8
2065,2065,1,9
2066,2066,0,9
2067,2067,1,10
2068,2068,0,10
2069,2069,1,11
2070,2070,0,11
2071,2071,1,12
2072,2072,0,12
2073,2073,1,13
2074,2074,0,13
2075,2075,1,14
2076,2076,0,14
2077,2077,1,15
2078,2078,0,15
2079,2079,1,16
2080,2080,0,16
2081,2081,1,17
2082,2082,0,17
2083,2083,1,18
2084,2084,0,18
2085,2085,1,19
2086,2086,0,19
2087,2087,1,20
2088,2088,0,20
2089,2089,1,21
2090,2090,0,21
2091,2091,1,22
2092,2092,0,22
2093,2093,1,23
2094,2094,0,23
2095,2095,1,24
2096,2096,0,24
2097,2097,1,25
2098,2098,0,25
2099,2099,1,26
2100,2100,0,26
2101,2101,1,27
2102,2102,0,27
2103,2103,1,28
2104,2104,0,28
2105,2105,1,29
2106,2106,0,29
2107,2107,1,30
2108,2108,0,30
2109,2109,1,31
2110,2110,0,31
2111,2111,1,0
2112,2112,0,0
2113,2113,1,1
2114,2114,0,1
2115,2115,1,2
2116,2116,0,2
2117,2117,1,3
2118,2118,0,3
2119,2119,1,4
2120,2120,0,4
2121,2121,1,5
2122,2122,0,5
2123,2123,1,6
2124,2124,0,6
2125,2125,1,7
2126,2126,0,7
2127,2127,1,8
2128,2128,0,8
2129,2129,1,9
2130,2130,0,9
2131,2131,1,10
2132,2132,0,10
2133,2133,1,11
2134,2134,0,11
2135,2135,1,12
2136,2136,0,12
2137,2137,1,13
2138,2138,0,13
2139,2139,1,14
2140,2140,0,14
2141,2141,1,15
2142,2142,0,15
2143,2143,1,16
2144,2144,0,16
2145,2145,1,17
2146,2146,0,17
2147,2147,1,18
2148,2148,0,18
2149,2149,1,19
2150,2150,0,19
2151,2151,1,20
2152,2152,0,20
2153,2153,1,21
2154,2154,0,21
2155,2155,1,22
2156,2156,0,22
2157,2157,1,23
2158,2158,0,23
2159,2159,1,24
2160,2160,0,24
2161,2161,1,25
2162,2162,0,25
2163,2163,1,26
2164,2164,0,26
2165,2165,1,27
2166,2166,0,27
2167,2167,1,28
2168,2168,0,28
2169,2169,1,29
2170,2170,0,29
2171,2171,1,30
2172,2172,0,30
2173,2173,1,31
2174,2174,0,31
2175,2175,1,0
2176,2176,0,0
2177,2177,1,1
2178,2178,0,1
2179,2179,1,2
2180,2180,0,2
2181,2181,1,3
2182,2182,0,3
2183,2183,1,4
2184,2184,0,4
2185,2185,1,5
2186,2186,0,5
2187,2187,1,6
2188,2188,0,6
2189,2189,1,7
2190,2190,0,7
2191,2191,1,8
2192,2192,0,8
2193,2193,1,9
2194,2194,0,9
2195,2195,1,10
2196,2196,0,10
2197,2197,1,11
2198,2198,0,11
2199,2199,1,12
2200,2200,0,12
2201,2201,1,13
2202,2202,0,13
2203,2203,1,14
2204,2204,0,14
2205,2205,1,15
2206,2206,0,15
2207,2207,1,16
2208,2208,0,16
2209,2209,1,17
2210,2210,0,17
2211,2211,1,18
2212,2212,0,18
2213,2213,1,19
2214,2214,0,19
2215,2215,1,20
2216,2216,0,20
2217,2217,1,21
2218,2218,0,21
2219,2219,1,22
2220,2220,0,22
2221,2221,1,23
2222,2222,0,23
2223,2223,1,24
2224,2224,0,24
2225,2225,1,25
2226,2226,0,25
2227,2227,1,26
2228,2228,0,26
2229,2229,1,27
2230,2230,0,27
2231,2231,1,28
2232,2232,0,28
2233,2233,1,29
2234,2234,0,29
2235,2235,1,30
2236,2236,0,30
2237,2237,1,31
2238,2238,0,31
2239,2239,1,0
2240,2240,0,0
2241,2241,1,1
2242,2242,0,1
2243,2243,1,2
2244,2244,0,2
2245,2245,1,3
2246,2246,0,3
2247,2247,1,4
2248,2248,0,4
2249,2249,1,5
2250,2250,0,5
2251,2251,1,6
2252,2252,0,6
2253,2253,1,7
2254,2254,0,7
2255,2255,1,8
2256,2256,0,8
2257,2257,1,9
2258,2258,0,9
2259,2259,1,10
2260,2260,0,10
2261,2261,1,11
2262,2262,0,11
2263,2263,1,12
2264,2264,0,12
2265,2265,1,13
2266,2266,0,13
2267,2267,1,14
2268,2268,0,14
2269,2269,1,15
2270,2270,0,15
2271,2271,1,16
2272,2272,0,16
2273,2273,1,17
2274,2274,0,17
2275,2275,1,18
2276,2276,0,18
2277,2277,1,19
2278,2278,0,19
2279,2279,1,20
2280,2280,0,20
2281,2281,1,21
2282,2282,0,21
2283,2283,1,22
2284,2284,0,22
2285,2285,1,23
2286,2286,0,23
2287,2287,1,24
2288,2288,0,24
2289,2289,1,25
2290,2290,0,25
2291,2291,1,26
2292,2292,0,26
2293,2293,1,27
2294,2294,0,27
2295,2295,1,28
2296,2296,0,28
2297,2297,1,29
2298,2298,0,29
2299,2299,1,30
2300,2300,0,30
2301,2301,1,31
2302,2302,0,31
2303,2303,1,0
2304,2304,0,0
2305,2305,1,1
2306,2306,0,1
2307,2307,1,2
2308,2308,0,2
2309,2309,1,3
2310,2310,0,3
2311,2311,1,4
2312,2312,0,4
2313,2313,1,5
2314,2314,0,5
2315,2315,1,6
2316,2316,0,6
2317,2317,1,7
2318,2318,0,7
2319,2319,1,8
2320,2320,0,8
2321,2321,1,9
2322,2322,0,9
2323,2323,1,10
2324,2324,0,10
2325,2325,1,11
2326,2326,0,11
2327,2327,1,12
2328,2328,0,12
2329,2329,1,13
2330,2330,0,13
2331,2331,1,14
2332,2332,0,14
2333,2333,1,15
2334,2334,0,15
2335,2335,1,16
2336,2336,0,16
2337,2337,1,17
2338,2338,0,17
2339,2339,1,18
2340,2340,0,18
2341,2341,1,19
2342,2342,0,19
2343,2343,1,20
2344,2344,0,20
2345,2345,1,21
2346,2346,0,21
2347,2347,1,22
2348,2348,0,22
2349,2349,1,23
2350,2350,0,23
2351,2351,1,24
2352,2352,0,24
2353,2353,1,25
2354,2354,0,25
2355,2355,1,26
2356,2356,0,26
2357,2357,1,27
2358,2358,0,27
2359,2359,1,28
2360,2360,0,28
2361,2361,1,29
2362,2362,0,29
2363,2363,1,30
2364,2364,0,30
2365,2365,1,31
2366,2366,0,31
2367,2367,1,0
2368,2368,0,0
2369,2369,1,1
2370,2370,0,1
2371,2371,1,2
2372,2372,0,2
2373,2373,1,3
2374,2374,0,3
2375,2375,1,4
2376,2376,0,4
2377,2377,1,5
2378,2378,0,5
2379,2379,1,6
2380,2380,0,6
2381,2381,1,7
2382,2382,0,7
2383,2383,1,8
2384,2384,0,8
2385,2385,1,9
2386,2386,0,9
2387,2387,1,10
2388,2388,0,10
2389,2389,1,11
2390,2390,0,11
2391,2391,1,12
2392,2392,0,12
2393,2393,1,13
2394,2394,0,13
2395,2395,1,14
2396,2396,0,14
2397,2397,1,15
2398,2398,0,15
2399,2399,1,16
2400,2400,0,16
2401,2401,1,17
2402,2402,0,17
2403,2403,1,18
2404,2404,0,18
2405,2405,1,19
2406,2406,0,19
2407,2407,1,20
2408,2408,0,20
2409,2409,1,21
2410,2410,0,21
2411,2411,1,22
2412,2412,0,22
2413,2413,1,23
2414,2414,0,23
2415,2415,1,24
2416,2416,0,24
2417,2417,1,25
2418,2418,0,25
2419,2419,1,26
2420,2420,0,26
2421,2421,1,27
2422,2422,0,27
2423,2423,1,28
2424,2424,0,28
2425,2425,1,29
2426,2426,0,29
2427,2427,1,30
2428,2428,0,30
2429,2429,1,31
2430,2430,0,31
2431,2431,1,0
2432,2432,0,0
2433,2433,1,1
2434,2434,0,1
2435,2435,1,2
2436,2436,0,2
2437,2437,1,3
2438,2438,0,3
2439,2439,1,4
2440,2440,0,4
2441,2441,1,5
2442,2442,0,5
2443,2443,1,6
2444,2444,0,6
2445,2445,1,7
2446,2446,0,7
2447,2447,1,8
2448,2448,0,8
2449,2449,1,9
2450,2450,0,9
2451,2451,1,10
2452,2452,0,10
2453,2453,1,11
2454,2454,0,11
2455,2455,1,12
2456,2456,0,12
2457,2457,1,13
2458,2458,0,13
2459,2459,1,14
2460,2460,0,14
2461,2461,1,15
2462,2462,0,15
2463,2463,1,16
2464,2464,0,16
2465,2465,1,17
2466,2466,0,17
2467,2467,1,18
2468,2468,0,18
2469,2469,1,19
2470,2470,0,19
2471,2471,1,20
2472,2472,0,20
2473,2473,1,21
2474,2474,0,21
2475,2475,1,22
2476,2476,0,22
2477,2477,1,23
2478,2478,0,23
2479,2479,1,24
2480,2480,0,24
2481,2481,1,25
2482,2482,0,25
2483,2483,1,26
2484,2484,0,26
2485,2485,1,27
2486,2486,0,27
2487,2487,1,28
2488,2488,0,28
2489,2489,1,29
2490,2490,0,29
2491,2491,1,30
2492,2492,0,30
2493,2493,1,31
2494,2494,0,31
2495,2495,1,0
2496,2496,0,0
2497,2497,1,1
2498,2498,0,1
2499,2499,1,2
2500,2500,0,2
2501,2501,1,3
2502,2502,0,3
2503,2503,1,4
2504,2504,0,4
2505,2505,1,5
2506,2506,0,5
2507,2507,1,6
2508,2508,0,6
2509,2509,1,7
2510,2510,0,7
2511,2511,1,8
2512,2512,0,8
2513,2513,1,9
2514,2514,0,9
2515,2515,1,10
2516,2516,0,10
2517,2517,1,11
2518,2518,0,11
2519,2519,1,12
2520,2520,0,12
2521,2521,1,13
2522,2522,0,13
2523,2523,1,14
2524,2524,0,14
2525,2525,1,15
2526,2526,0,15
2527,2527,1,16
2528,2528,0,16
2529,2529,1,17
2530,2530,0,17
2531,2531,1,18
2532,2532,0,18
2533,2533,1,19
2534,2534,0,19
2535,2535,1,20
2536,2536,0,20
2537,2537,1,21
2538,2538,0,21
2539,2539,1,22
2540,2540,0,22
2541,2541,1,23
2542,2542,0,23
2543,2543,1,24
2544,2544,0,24
2545,2545,1,25
2546,2546,0,25
2547,2547,1,26
2548,2548,0,26
2549,2549,1,27
2550,2550,0,27
2551,2551,1,28
2552,2552,0,28
2553,2553,1,29
2554,2554,0,29
2555,2555,1,30
2556,2556,0,30
2557,2557,1,31
2558,2558,0,31
2559,2559,1,0
2560,2560,0,0
2561,2561,1,1
2562,2562,0,1
2563,2563,1,2
2564,2564,0,2
2565,2565,1,3
2566,2566,0,3
2567,2567,1,4
2568,2568,0,4
2569,2569,1,5
2570,2570,0,5
2571,2571,1,6
2572,2572,0,6
2573,2573,1,7
2574,2574,0,7
2575,2575,1,8
2576,2576,0,8
2577,2577,1,9
2578,2578,0,9
2579,2579,1,10
2580,2580,0,10
2581,2581,1,11
2582,2582,0,11
2583,2583,1,12
2584,2584,0,12
2585,2585,1,13
2586,2586,0,13
2587,2587,1,14
2588,2588,0,14
2589,2589,1,15
2590,2590,0,15
2591,2591,1,16
2592,2592,0,16
2593,2593,1,17
2594,2594,0,17
2595,2595,1,18
2596,2596,0,18
2597,2597,1,19
2598,2598,0,19
2599,2599,1,20
2600,2600,0,20
2601,2601,1,21
2602,2602,0,21
2603,2603,1,22
2604,2604,0,22
2605,2605,1,23
2606,2606,0,23
2607,2607,1,24
2608,2608,0,24
2609,2609,1,25
2610,2610,0,25
2611,2611,1,26
2612,2612,0,26
2613,2613,1,27
2614,2614,0,27
2615,2615,1,28
2616,2616,0,28
2617,2617,1,29
2618,2618,0,29
2619,2619,1,30
2620,2620,0,30
2621,2621,1,31
2622,2622,0,31
2623,2623,1,0
2624,2624,0,0
2625,2625,1,1
2626,2626,0,1
2627,2627,1,2
2628,2628,0,2
2629,2629,1,3
2630,2630,0,3
2631,2631,1,4
2632,2632,0,4
2633,2633,1,5
2634,2634,0,5
2635,2635,1,6
2636,2636,0,6
2637,2637,1,7
2638,2638,0,7
2639,2639,1,8
2640,2640,0,8
2641,2641,1,9
2642,2642,0,9
2643,2643,1,10
2644,2644,0,10
2645,2645,1,11
2646,2646,0,11
2647,2647,1,12
2648,2648,0,12
2649,2649,1,13
2650,2650,0,13
2651,2651,1,14
2652,2652,0,14
2653,2653,1,15
2654,2654,0,15
2655,2655,1,16
2656,2656,0,16
2657,2657,1,17
2658,2658,0,17
2659,2659,1,18
2660,2660,0,18
2661,2661,1,19
2662,2662,0,19
2663,2663,1,20
2664,2664,0,20
2665,2665,1,21
2666,2666,0,21
2667,2667,1,22
2668,2668,0,22
2669,2669,1,23
2670,2670,0,23
2671,2671,1,24
2672,2672,0,24
2673,2673,1,25
2674,2674,0,25
2675,2675,1,26
2676,2676,0,26
2677,2677,1,27
2678,2678,0,27
2679,2679,1,28
2680,2680,0,28
2681,2681,1,29
2682,2682,0,29
2683,2683,1,30
2684,2684,0,30
2685,2685,1,31
2686,2686,0,31
2687,2687,1,0
2688,2688,0,0
2689,2689,1,1
2690,2690,0,1
2691,2691,1,2
2692,2692,0,2
2693,2693,1,3
2694,2694,0,3
2695,2695,1,4
2696,2696,0,4
2697,2697,1,5
2698,2698,0,5
2699,2699,1,6
2700,2700,0,6
2701,2701,1,7
2702,2702,0,7
2703,2703,1,8
2704,2704,0,8
2705,2705,1,9
2706,2706,0,9
2707,2707,1,10
2708,2708,0,10
2709,2709,1,11
2710,2710,0,11
2711,2711,1,12
2712,2712,0,12
2713,2713,1,13
2714,2714,0,13
2715,2715,1,14
2716,2716,0,14
2717,2717,1,15
2718,2718,0,15
2719,2719,1,16
2720,2720,0,16
2721,2721,1,17
2722,2722,0,17
2723,2723,1,18
2724,2724,0,18
2725,2725,1,19
2726,2726,0,19
2727,2727,1,20
2728,2728,0,20
2729,2729,1,21
2730,2730,0,21
2731,2731,1,22
2732,2732,0,22
2733,2733,1,23
2734,2734,0,23
2735,2735,1,24
2736,2736,0,24
2737,2737,1,25
2738,2738,0,25
2739,2739,1,26
2740,2740,0,26
2741,2741,1,27
2742,2742,0,27
2743,2743,1,28
2744,2744,0,28
2745,2745,1,29
2746,2746,0,29
2747,2747,1,30
2748,2748,0,30
2749,2749,1,31
2750,2750,0,31
2751,2751,1,0
2752,2752,0,0
2753,2753,1,1
2754,2754,0,1
2755,2755,1,2
2756,2756,0,2
2757,2757,1,3
2758,2758,0,3
2759,2759,1,4
2760,2760,0,4
2761,2761,1,5
2762,2762,0,5
2763,2763,1,6
2764,2764,0,6
2765,2765,1,7
2766,2766,0,7
2767,2767,1,8
2768,2768,0,8
2769,2769,1,9
2770,2770,0,9
2771,2771,1,10
2772,2772,0,10
2773,2773,1,11
2774,2774,0,11
2775,2775,1,12
2776,2776,0,12
2777,2777,1,13
2778,2778,0,13
2779,2779,1,14
2780,2780,0,14
2781,2781,1,15
2782,2782,0,15
2783,2783,1,16
2784,2784,0,16
2785,2785,1,17
2786,2786,0,17
2787,2787,1,18
2788,2788,0,18
2789,2789,1,19
2790,2790,0,19
2791,2791,1,20
2792,2792,0,20
2793,2793,1,21
2794,2794,0,21
2795,2795,1,22
2796,2796,0,22
2797,2797,1,23
2798,2798,0,23
2799,2799,1,24
2800,2800,0,24
2801,2801,1,25
2802,2802,0,25
2803,2803,1,26
2804,2804,0,26
2805,2805,1,27
2806,2806,0,27
2807,2807,1,28
2808,2808,0,28
2809,2809,1,29
2810,2810,0,29
2811,2811,1,30
2812,2812,0,30
2813,2813,1,31
2814,2814,0,31
2815,2815,1,0
2816,2816,0,0
2817,2817,1,1
2818,2818,0,1
2819,2819,1,2
2820,2820,0,2
2821,2821,1,3
2822,2822,0,3
2823,2823,1,4
2824,2824,0,4
2825,2825,1,5
2826,2826,0,5
2827,2827,1,6
2828,2828,0,6
2829,2829,1,7
2830,2830,0,7
2831,2831,1,8
2832,2832,0,8
2833,2833,1,9
2834,2834,0,9
2835,2835,1,10
2836,2836,0,10
2837,2837,1,11
2838,2838,0,11
2839,2839,1,12
2840,2840,0,12
2841,2841,1,13
2842,2842,0,13
2843,2843,1,14
2844,2844,0,14
2845,2845,1,15
2846,2846,0,15
2847,2847,1,16
2848,2848,0,16
2849,2849,1,17
2850,2850,0,17
2851,2851,1,18
2852,2852,0,18
2853,2853,1,19
2854,2854,0,19
2855,2855,1,20
2856,2856,0,20
2857,2857,1,21
2858,2858,0,21
2859,2859,1,22
2860,2860,0,22
2861,2861,1,23
2862,2862,0,23
2863,2863,1,24
2864,2864,0,24
2865,2865,1,25
2866,2866,0,25
2867,2867,1,26
2868,2868,0,26
2869,2869,1,27
2870,2870,0,27
2871,2871,1,28
2872,2872,0,28
2873,2873,1,29
2874,2874,0,29
2875,2875,1,30
2876,2876,0,30
2877,2877,1,31
2878,2878,0,31
2879,2879,1,0
2880,2880,0,0
2881,2881,1,1
2882,2882,0,1
2883,2883,1,2
2884,2884,0,2
2885,2885,1,3
2886,2886,0,3
2887,2887,1,4
2888,2888,0,4
2889,2889,1,5
2890,2890,0,5
2891,2891,1,6
2892,2892,0,6
2893,2893,1,7
2894,2894,0,7
2895,2895,1,8
2896,2896,0,8
2897,2897,1,9
2898,2898,0,9
2899,2899,1,10
2900,2900,0,10
2901,2901,1,11
2902,2902,0,11
2903,2903,1,12
2904,2904,0,12
2905,2905,1,13
2906,2906,0,13
2907,2907,1,14
2908,2908,0,14
2909,2909,1,15
2910,2910,0,15
2911,2911,1,16
2912,2912,0,16
2913,2913,1,17
2914,2914,0,17
2915,2915,1,18
2916,2916,0,18
2917,2917,1,19
2918,2918,0,19
2919,2919,1,20
2920,2920,0,20
2921,2921,1,21
2922,2922,0,21
2923,2923,1,22
2924,2924,0,22
2925,2925,1,23
2926,2926,0,23
2927,2927,1,24
2928,2928,0,24
2929,2929,1,25
2930,2930,0,25
2931,2931,1,26
2932,2932,0,26
2933,2933,1,27
2934,2934,0,27
2935,2935,1,28
2936,2936,0,28
2937,2937,1,29
2938,2938,0,29
2939,2939,1,30
2940,2940,0,30
2941,2941,1,31
2942,2942,0,31
2943,2943,1,0
2944,2944,0,0
2945,2945,1,1
2946,2946,0,1
2947,2947,1,2
2948,2948,0,2
2949,2949,1,3
2950,2950,0,3
2951,2951,1,4
2952,2952,0,4
2953,2953,1,5
2954,2954,0,5
2955,2955,1,6
2956,2956,0,6
2957,2957,1,7
2958,2958,0,7
2959,2959,1,8
2960,2960,0,8
2961,2961,1,9
2962,2962,0,9
2963,2963,1,10
2964,2964,0,10
2965,2965,1,11
2966,2966,0,11
2967,2967,1,12
2968,2968,0,12
2969,2969,1,13
2970,2970,0,13
2971,2971,1,14
2972,2972,0,14
2973,2973,1,15
2974,2974,0,15
2975,2975,1,16
2976,2976,0,16
2977,2977,1,17
2978,2978,0,17
2979,2979,1,18
2980,2980,0,18
2981,2981,1,19
2982,2982,0,19
2983,2983,1,20
2984,2984,0,20
2985,2985,1,21
2986,2986,0,21
2987,2987,1,22
2988,2988,0,22
2989,2989,1,23
2990,2990,0,23
2991,2991,1,24
2992,2992,0,24
2993,2993,1,25
2994,2994,0,25
2995,2995,1,26
2996,2996,0,26
