,time,clock,rising,D,Q,Q+,correct
872,872,1,0,0,1,0,0
873,873,1,0,1,1,0,0
874,874,1,1,0,1,0,1
875,875,1,1,1,0,1,1
876,876,0,0,0,1,0,0
877,877,0,0,1,1,1,1
878,878,1,0,0,1,1,1
879,879,1,0,1,1,1,1
880,880,1,1,0,1,1,0
881,881,1,1,1,0,0,0
882,882,0,0,0,1,1,1
883,883,0,0,1,1,0,0
884,884,1,0,0,1,1,1
885,885,1,0,1,1,1,1
886,886,1,1,0,1,1,0
887,887,1,1,1,0,1,1
888,888,0,0,0,1,0,0
889,889,0,0,1,1,1,1
890,890,1,0,0,1,0,0
891,891,1,0,1,1,0,0
892,892,1,1,0,1,0,1
893,893,1,1,1,0,1,1
894,894,0,0,0,1,0,0
895,895,0,0,1,1,0,0
896,896,1,0,0,1,1,1
897,897,1,0,1,1,0,0
898,898,1,1,0,1,1,0
899,899,1,1,1,0,1,1
900,900,0,0,0,1,0,0
901,901,0,0,1,1,0,0
902,902,1,0,0,1,0,0
903,903,1,0,1,1,1,1
904,904,1,1,0,1,1,0
905,905,1,1,1,0,1,1
906,906,0,0,0,1,0,0
907,907,0,0,1,1,0,0
908,908,1,0,0,1,0,0
909,909,1,0,1,1,1,1
910,910,1,1,0,1,0,1
911,911,1,1,1,0,1,1
912,912,0,0,0,1,1,1
913,913,0,0,1,1,1,1
914,914,1,0,0,1,1,1
915,915,1,0,1,1,1,1
916,916,1,1,0,1,0,1
917,917,1,1,1,0,1,1
918,918,0,0,0,1,0,0
919,919,0,0,1,1,0,0
920,920,1,0,0,1,0,0
921,921,1,0,1,1,0,0
922,922,1,1,0,1,1,0
923,923,1,1,1,0,1,1
924,924,0,0,0,1,1,1
925,925,0,0,1,1,0,0
926,926,1,0,0,1,1,1
927,927,1,0,1,1,1,1
928,928,1,1,0,1,0,1
929,929,1,1,1,0,0,0
930,930,0,0,0,1,0,0
931,931,0,0,1,1,0,0
932,932,1,0,0,1,1,1
933,933,1,0,1,1,1,1
934,934,1,1,0,1,1,0
935,935,1,1,1,0,0,0
936,936,0,0,0,1,1,1
937,937,0,0,1,1,1,1
938,938,1,0,0,1,0,0
939,939,1,0,1,1,1,1
940,940,1,1,0,1,0,1
941,941,1,1,1,0,0,0
942,942,0,0,0,1,1,1
943,943,0,0,1,1,0,0
944,944,1,0,0,1,1,1
945,945,1,0,1,1,1,1
946,946,1,1,0,1,1,0
947,947,1,1,1,0,1,1
948,948,0,0,0,1,1,1
949,949,0,0,1,1,0,0
950,950,1,0,0,1,1,1
951,951,1,0,1,1,1,1
952,952,1,1,0,1,1,0
953,953,1,1,1,0,1,1
954,954,0,0,0,1,0,0
955,955,0,0,1,1,1,1
956,956,1,0,0,1,1,1
957,957,1,0,1,1,0,0
958,958,1,1,0,1,0,1
959,959,1,1,1,0,0,0
960,960,0,0,0,1,0,0
961,961,0,0,1,1,1,1
962,962,1,0,0,1,0,0
963,963,1,0,1,1,0,0
964,964,1,1,0,1,0,1
965,965,1,1,1,0,0,0
966,966,0,0,0,1,1,1
967,967,0,0,1,1,1,1
968,968,1,0,0,1,1,1
969,969,1,0,1,1,0,0
970,970,1,1,0,1,0,1
971,971,1,1,1,0,0,0
972,972,0,0,0,1,0,0
973,973,0,0,1,1,1,1
974,974,1,0,0,1,0,0
975,975,1,0,1,1,1,1
976,976,1,1,0,1,1,0
977,977,1,1,1,0,0,0
978,978,0,0,0,1,0,0
979,979,0,0,1,1,1,1
980,980,1,0,0,1,0,0
981,981,1,0,1,1,0,0
982,982,1,1,0,1,1,0
983,983,1,1,1,0,0,0
984,984,0,0,0,1,0,0
985,985,0,0,1,1,1,1
986,986,1,0,0,1,1,1
987,987,1,0,1,1,1,1
988,988,1,1,0,1,1,0
989,989,1,1,1,0,1,1
990,990,0,0,0,1,0,0
991,991,0,0,1,1,0,0
992,992,1,0,0,1,0,0
993,993,1,0,1,1,0,0
994,994,1,1,0,1,0,1
995,995,1,1,1,0,1,1
996,996,0,0,0,1,0,0
997,997,0,0,1,1,1,1
998,998,1,0,0,1,0,0
999,999,1,0,1,1,0,0
1000,1000,1,1,0,1,0,1
1001,1001,1,1,1,0,0,0
1002,1002,0,0,0,1,1,1
1003,1003,0,0,1,1,1,1
1004,1004,1,0,0,1,1,1
1005,1005,1,0,1,1,0,0
1006,1006,1,1,0,1,1,0
1007,1007,1,1,1,0,0,0
1008,1008,0,0,0,1,0,0
1009,1009,0,0,1,1,0,0
1010,1010,1,0,0,1,0,0
1011,1011,1,0,1,1,0,0
1012,1012,1,1,0,1,1,0
1013,1013,1,1,1,0,1,1
1014,1014,0,0,0,1,1,1
1015,1015,0,0,1,1,0,0
1016,1016,1,0,0,1,1,1
1017,1017,1,0,1,1,0,0
1018,1018,1,1,0,1,0,1
1019,1019,1,1,1,0,1,1
1020,1020,0,0,0,1,0,0
1021,1021,0,0,1,1,1,1
1022,1022,1,0,0,1,0,0
1023,1023,1,0,1,1,0,0
1024,1024,1,1,0,1,0,1
1025,1025,1,1,1,0,0,0
1026,1026,0,0,0,1,0,0
1027,1027,0,0,1,1,1,1
1028,1028,1,0,0,1,1,1
1029,1029,1,0,1,1,0,0
1030,1030,1,1,0,1,0,1
1031,1031,1,1,1,0,1,1
1032,1032,0,0,0,1,0,0
1033,1033,0,0,1,1,0,0
1034,1034,1,0,0,1,1,1
1035,1035,1,0,1,1,1,1
1036,1036,1,1,0,1,0,1
1037,1037,1,1,1,0,1,1
1038,1038,0,0,0,1,1,1
1039,1039,0,0,1,1,0,0
1040,1040,1,0,0,1,0,0
1041,1041,1,0,1,1,0,0
1042,1042,1,1,0,1,0,1
1043,1043,1,1,1,0,1,1
1044,1044,0,0,0,1,1,1
1045,1045,0,0,1,1,0,0
1046,1046,1,0,0,1,1,1
1047,1047,1,0,1,1,1,1
1048,1048,1,1,0,1,0,1
1049,1049,1,1,1,0,0,0
1050,1050,0,0,0,1,1,1
1051,1051,0,0,1,1,1,1
1052,1052,1,0,0,1,0,0
1053,1053,1,0,1,1,0,0
1054,1054,1,1,0,1,0,1
1055,1055,1,1,1,0,0,0
1056,1056,0,0,0,1,0,0
1057,1057,0,0,1,1,0,0
1058,1058,1,0,0,1,1,1
1059,1059,1,0,1,1,0,0
1060,1060,1,1,0,1,1,0
1061,1061,1,1,1,0,1,1
1062,1062,0,0,0,1,1,1
1063,1063,0,0,1,1,0,0
1064,1064,1,0,0,1,0,0
1065,1065,1,0,1,1,0,0
1066,1066,1,1,0,1,0,1
1067,1067,1,1,1,0,0,0
1068,1068,0,0,0,1,0,0
1069,1069,0,0,1,1,1,1
1070,1070,1,0,0,1,1,1
1071,1071,1,0,1,1,1,1
1072,1072,1,1,0,1,1,0
1073,1073,1,1,1,0,1,1
1074,1074,0,0,0,1,0,0
1075,1075,0,0,1,1,0,0
1076,1076,1,0,0,1,0,0
1077,1077,1,0,1,1,0,0
1078,1078,1,1,0,1,0,1
1079,1079,1,1,1,0,1,1
1080,1080,0,0,0,1,1,1
1081,1081,0,0,1,1,0,0
1082,1082,1,0,0,1,1,1
1083,1083,1,0,1,1,1,1
1084,1084,1,1,0,1,1,0
1085,1085,1,1,1,0,0,0
1086,1086,0,0,0,1,0,0
1087,1087,0,0,1,1,1,1
1088,1088,1,0,0,1,0,0
1089,1089,1,0,1,1,0,0
1090,1090,1,1,0,1,1,0
1091,1091,1,1,1,0,1,1
1092,1092,0,0,0,1,1,1
1093,1093,0,0,1,1,1,1
1094,1094,1,0,0,1,1,1
1095,1095,1,0,1,1,1,1
1096,1096,1,1,0,1,0,1
1097,1097,1,1,1,0,0,0
1098,1098,0,0,0,1,0,0
1099,1099,0,0,1,1,1,1
1100,1100,1,0,0,1,1,1
1101,1101,1,0,1,1,1,1
1102,1102,1,1,0,1,1,0
1103,1103,1,1,1,0,1,1
1104,1104,0,0,0,1,1,1
1105,1105,0,0,1,1,1,1
1106,1106,1,0,0,1,1,1
1107,1107,1,0,1,1,0,0
1108,1108,1,1,0,1,0,1
1109,1109,1,1,1,0,0,0
1110,1110,0,0,0,1,1,1
1111,1111,0,0,1,1,1,1
1112,1112,1,0,0,1,0,0
1113,1113,1,0,1,1,0,0
1114,1114,1,1,0,1,0,1
1115,1115,1,1,1,0,0,0
1116,1116,0,0,0,1,0,0
1117,1117,0,0,1,1,1,1
1118,1118,1,0,0,1,1,1
1119,1119,1,0,1,1,1,1
1120,1120,1,1,0,1,0,1
1121,1121,1,1,1,0,0,0
1122,1122,0,0,0,1,0,0
1123,1123,0,0,1,1,0,0
1124,1124,1,0,0,1,0,0
1125,1125,1,0,1,1,1,1
1126,1126,1,1,0,1,1,0
1127,1127,1,1,1,0,0,0
1128,1128,0,0,0,1,1,1
1129,1129,0,0,1,1,0,0
1130,1130,1,0,0,1,0,0
1131,1131,1,0,1,1,1,1
1132,1132,1,1,0,1,1,0
1133,1133,1,1,1,0,1,1
1134,1134,0,0,0,1,0,0
1135,1135,0,0,1,1,1,1
1136,1136,1,0,0,1,1,1
1137,1137,1,0,1,1,0,0
1138,1138,1,1,0,1,0,1
1139,1139,1,1,1,0,0,0
1140,1140,0,0,0,1,0,0
1141,1141,0,0,1,1,0,0
1142,1142,1,0,0,1,0,0
1143,1143,1,0,1,1,0,0
1144,1144,1,1,0,1,0,1
1145,1145,1,1,1,0,1,1
1146,1146,0,0,0,1,0,0
1147,1147,0,0,1,1,1,1
1148,1148,1,0,0,1,1,1
1149,1149,1,0,1,1,1,1
1150,1150,1,1,0,1,1,0
1151,1151,1,1,1,0,1,1
1152,1152,0,0,0,1,1,1
1153,1153,0,0,1,1,1,1
1154,1154,1,0,0,1,0,0
1155,1155,1,0,1,1,1,1
1156,1156,1,1,0,1,1,0
1157,1157,1,1,1,0,0,0
1158,1158,0,0,0,1,1,1
1159,1159,0,0,1,1,1,1
1160,1160,1,0,0,1,0,0
1161,1161,1,0,1,1,0,0
1162,1162,1,1,0,1,0,1
1163,1163,1,1,1,0,0,0
1164,1164,0,0,0,1,1,1
1165,1165,0,0,1,1,0,0
1166,1166,1,0,0,1,0,0
1167,1167,1,0,1,1,0,0
1168,1168,1,1,0,1,1,0
1169,1169,1,1,1,0,0,0
1170,1170,0,0,0,1,0,0
1171,1171,0,0,1,1,0,0
1172,1172,1,0,0,1,0,0
1173,1173,1,0,1,1,1,1
1174,1174,1,1,0,1,1,0
1175,1175,1,1,1,0,1,1
1176,1176,0,0,0,1,0,0
1177,1177,0,0,1,1,0,0
1178,1178,1,0,0,1,0,0
1179,1179,1,0,1,1,0,0
1180,1180,1,1,0,1,0,1
1181,1181,1,1,1,0,1,1
1182,1182,0,0,0,1,1,1
1183,1183,0,0,1,1,1,1
1184,1184,1,0,0,1,1,1
1185,1185,1,0,1,1,1,1
1186,1186,1,1,0,1,0,1
1187,1187,1,1,1,0,0,0
1188,1188,0,0,0,1,0,0
1189,1189,0,0,1,1,1,1
1190,1190,1,0,0,1,0,0
1191,1191,1,0,1,1,0,0
1192,1192,1,1,0,1,1,0
1193,1193,1,1,1,0,1,1
1194,1194,0,0,0,1,1,1
1195,1195,0,0,1,1,0,0
1196,1196,1,0,0,1,1,1
1197,1197,1,0,1,1,1,1
1198,1198,1,1,0,1,1,0
1199,1199,1,1,1,0,0,0
1200,1200,0,0,0,1,1,1
1201,1201,0,0,1,1,1,1
1202,1202,1,0,0,1,1,1
1203,1203,1,0,1,1,0,0
1204,1204,1,1,0,1,1,0
1205,1205,1,1,1,0,1,1
1206,1206,0,0,0,1,1,1
1207,1207,0,0,1,1,0,0
1208,1208,1,0,0,1,0,0
1209,1209,1,0,1,1,1,1
1210,1210,1,1,0,1,0,1
1211,1211,1,1,1,0,1,1
1212,1212,0,0,0,1,0,0
1213,1213,0,0,1,1,1,1
1214,1214,1,0,0,1,1,1
1215,1215,1,0,1,1,0,0
1216,1216,1,1,0,1,0,1
1217,1217,1,1,1,0,1,1
1218,1218,0,0,0,1,0,0
1219,1219,0,0,1,1,1,1
1220,1220,1,0,0,1,0,0
1221,1221,1,0,1,1,1,1
1222,1222,1,1,0,1,1,0
1223,1223,1,1,1,0,0,0
1224,1224,0,0,0,1,1,1
1225,1225,0,0,1,1,1,1
1226,1226,1,0,0,1,1,1
1227,1227,1,0,1,1,1,1
1228,1228,1,1,0,1,1,0
1229,1229,1,1,1,0,1,1
1230,1230,0,0,0,1,0,0
1231,1231,0,0,1,1,1,1
1232,1232,1,0,0,1,1,1
1233,1233,1,0,1,1,0,0
1234,1234,1,1,0,1,1,0
1235,1235,1,1,1,0,1,1
1236,1236,0,0,0,1,1,1
1237,1237,0,0,1,1,1,1
1238,1238,1,0,0,1,0,0
1239,1239,1,0,1,1,1,1
1240,1240,1,1,0,1,1,0
1241,1241,1,1,1,0,0,0
1242,1242,0,0,0,1,1,1
1243,1243,0,0,1,1,1,1
1244,1244,1,0,0,1,1,1
1245,1245,1,0,1,1,1,1
1246,1246,1,1,0,1,0,1
1247,1247,1,1,1,0,1,1
1248,1248,0,0,0,1,0,0
1249,1249,0,0,1,1,1,1
1250,1250,1,0,0,1,0,0
1251,1251,1,0,1,1,0,0
1252,1252,1,1,0,1,0,1
1253,1253,1,1,1,0,0,0
1254,1254,0,0,0,1,0,0
1255,1255,0,0,1,1,1,1
1256,1256,1,0,0,1,1,1
1257,1257,1,0,1,1,0,0
1258,1258,1,1,0,1,0,1
1259,1259,1,1,1,0,1,1
1260,1260,0,0,0,1,1,1
1261,1261,0,0,1,1,0,0
1262,1262,1,0,0,1,0,0
1263,1263,1,0,1,1,1,1
1264,1264,1,1,0,1,1,0
1265,1265,1,1,1,0,0,0
1266,1266,0,0,0,1,0,0
1267,1267,0,0,1,1,1,1
1268,1268,1,0,0,1,0,0
1269,1269,1,0,1,1,0,0
1270,1270,1,1,0,1,1,0
1271,1271,1,1,1,0,1,1
1272,1272,0,0,0,1,0,0
1273,1273,0,0,1,1,1,1
1274,1274,1,0,0,1,1,1
1275,1275,1,0,1,1,1,1
1276,1276,1,1,0,1,0,1
1277,1277,1,1,1,0,1,1
1278,1278,0,0,0,1,1,1
1279,1279,0,0,1,1,0,0
1280,1280,1,0,0,1,0,0
1281,1281,1,0,1,1,0,0
1282,1282,1,1,0,1,0,1
1283,1283,1,1,1,0,1,1
1284,1284,0,0,0,1,1,1
1285,1285,0,0,1,1,1,1
1286,1286,1,0,0,1,0,0
1287,1287,1,0,1,1,0,0
1288,1288,1,1,0,1,1,0
1289,1289,1,1,1,0,1,1
1290,1290,0,0,0,1,0,0
1291,1291,0,0,1,1,0,0
1292,1292,1,0,0,1,1,1
1293,1293,1,0,1,1,1,1
1294,1294,1,1,0,1,1,0
1295,1295,1,1,1,0,1,1
1296,1296,0,0,0,1,0,0
1297,1297,0,0,1,1,1,1
1298,1298,1,0,0,1,0,0
1299,1299,1,0,1,1,0,0
1300,1300,1,1,0,1,0,1
1301,1301,1,1,1,0,0,0
1302,1302,0,0,0,1,0,0
1303,1303,0,0,1,1,0,0
1304,1304,1,0,0,1,0,0
1305,1305,1,0,1,1,1,1
1306,1306,1,1,0,1,0,1
1307,1307,1,1,1,0,1,1
1308,1308,0,0,0,1,0,0
1309,1309,0,0,1,1,0,0
1310,1310,1,0,0,1,0,0
1311,1311,1,0,1,1,1,1
1312,1312,1,1,0,1,0,1
1313,1313,1,1,1,0,1,1
1314,1314,0,0,0,1,1,1
1315,1315,0,0,1,1,0,0
1316,1316,1,0,0,1,1,1
1317,1317,1,0,1,1,1,1
1318,1318,1,1,0,1,1,0
1319,1319,1,1,1,0,0,0
1320,1320,0,0,0,1,0,0
1321,1321,0,0,1,1,0,0
1322,1322,1,0,0,1,0,0
1323,1323,1,0,1,1,0,0
1324,1324,1,1,0,1,0,1
1325,1325,1,1,1,0,0,0
1326,1326,0,0,0,1,0,0
1327,1327,0,0,1,1,1,1
1328,1328,1,0,0,1,1,1
1329,1329,1,0,1,1,1,1
1330,1330,1,1,0,1,0,1
1331,1331,1,1,1,0,1,1
1332,1332,0,0,0,1,0,0
1333,1333,0,0,1,1,1,1
1334,1334,1,0,0,1,0,0
1335,1335,1,0,1,1,0,0
1336,1336,1,1,0,1,1,0
1337,1337,1,1,1,0,1,1
1338,1338,0,0,0,1,1,1
1339,1339,0,0,1,1,0,0
1340,1340,1,0,0,1,1,1
1341,1341,1,0,1,1,0,0
1342,1342,1,1,0,1,0,1
1343,1343,1,1,1,0,0,0
1344,1344,0,0,0,1,1,1
1345,1345,0,0,1,1,1,1
1346,1346,1,0,0,1,0,0
1347,1347,1,0,1,1,1,1
1348,1348,1,1,0,1,1,0
1349,1349,1,1,1,0,0,0
1350,1350,0,0,0,1,1,1
1351,1351,0,0,1,1,0,0
1352,1352,1,0,0,1,0,0
1353,1353,1,0,1,1,0,0
1354,1354,1,1,0,1,0,1
1355,1355,1,1,1,0,0,0
1356,1356,0,0,0,1,0,0
1357,1357,0,0,1,1,0,0
1358,1358,1,0,0,1,0,0
1359,1359,1,0,1,1,1,1
1360,1360,1,1,0,1,1,0
1361,1361,1,1,1,0,0,0
1362,1362,0,0,0,1,0,0
1363,1363,0,0,1,1,1,1
1364,1364,1,0,0,1,0,0
1365,1365,1,0,1,1,1,1
1366,1366,1,1,0,1,0,1
1367,1367,1,1,1,0,0,0
1368,1368,0,0,0,1,1,1
1369,1369,0,0,1,1,1,1
1370,1370,1,0,0,1,0,0
1371,1371,1,0,1,1,1,1
1372,1372,1,1,0,1,1,0
1373,1373,1,1,1,0,0,0
1374,1374,0,0,0,1,1,1
1375,1375,0,0,1,1,1,1
1376,1376,1,0,0,1,0,0
1377,1377,1,0,1,1,0,0
1378,1378,1,1,0,1,0,1
1379,1379,1,1,1,0,1,1
1380,1380,0,0,0,1,0,0
1381,1381,0,0,1,1,0,0
1382,1382,1,0,0,1,1,1
1383,1383,1,0,1,1,0,0
1384,1384,1,1,0,1,0,1
1385,1385,1,1,1,0,0,0
1386,1386,0,0,0,1,1,1
1387,1387,0,0,1,1,1,1
1388,1388,1,0,0,1,1,1
1389,1389,1,0,1,1,0,0
1390,1390,1,1,0,1,1,0
1391,1391,1,1,1,0,1,1
1392,1392,0,0,0,1,1,1
1393,1393,0,0,1,1,0,0
1394,1394,1,0,0,1,1,1
1395,1395,1,0,1,1,0,0
1396,1396,1,1,0,1,1,0
1397,1397,1,1,1,0,1,1
1398,1398,0,0,0,1,0,0
1399,1399,0,0,1,1,0,0
1400,1400,1,0,0,1,1,1
1401,1401,1,0,1,1,0,0
1402,1402,1,1,0,1,0,1
1403,1403,1,1,1,0,0,0
1404,1404,0,0,0,1,1,1
1405,1405,0,0,1,1,1,1
1406,1406,1,0,0,1,0,0
1407,1407,1,0,1,1,0,0
1408,1408,1,1,0,1,1,0
1409,1409,1,1,1,0,1,1
1410,1410,0,0,0,1,0,0
1411,1411,0,0,1,1,1,1
1412,1412,1,0,0,1,0,0
1413,1413,1,0,1,1,1,1
1414,1414,1,1,0,1,1,0
1415,1415,1,1,1,0,1,1
1416,1416,0,0,0,1,1,1
1417,1417,0,0,1,1,1,1
1418,1418,1,0,0,1,0,0
1419,1419,1,0,1,1,1,1
1420,1420,1,1,0,1,0,1
1421,1421,1,1,1,0,1,1
1422,1422,0,0,0,1,0,0
1423,1423,0,0,1,1,0,0
1424,1424,1,0,0,1,0,0
1425,1425,1,0,1,1,0,0
1426,1426,1,1,0,1,0,1
1427,1427,1,1,1,0,0,0
1428,1428,0,0,0,1,1,1
1429,1429,0,0,1,1,0,0
1430,1430,1,0,0,1,0,0
1431,1431,1,0,1,1,0,0
1432,1432,1,1,0,1,1,0
1433,1433,1,1,1,0,1,1
1434,1434,0,0,0,1,0,0
1435,1435,0,0,1,1,0,0
1436,1436,1,0,0,1,1,1
1437,1437,1,0,1,1,0,0
1438,1438,1,1,0,1,1,0
1439,1439,1,1,1,0,1,1
1440,1440,0,0,0,1,1,1
1441,1441,0,0,1,1,0,0
1442,1442,1,0,0,1,1,1
1443,1443,1,0,1,1,0,0
1444,1444,1,1,0,1,1,0
1445,1445,1,1,1,0,1,1
1446,1446,0,0,0,1,1,1
1447,1447,0,0,1,1,1,1
1448,1448,1,0,0,1,1,1
1449,1449,1,0,1,1,1,1
1450,1450,1,1,0,1,1,0
1451,1451,1,1,1,0,1,1
1452,1452,0,0,0,1,1,1
1453,1453,0,0,1,1,0,0
1454,1454,1,0,0,1,0,0
1455,1455,1,0,1,1,1,1
1456,1456,1,1,0,1,1,0
1457,1457,1,1,1,0,1,1
1458,1458,0,0,0,1,0,0
1459,1459,0,0,1,1,0,0
1460,1460,1,0,0,1,1,1
1461,1461,1,0,1,1,1,1
1462,1462,1,1,0,1,1,0
1463,1463,1,1,1,0,1,1
1464,1464,0,0,0,1,1,1
1465,1465,0,0,1,1,0,0
1466,1466,1,0,0,1,0,0
1467,1467,1,0,1,1,1,1
1468,1468,1,1,0,1,0,1
1469,1469,1,1,1,0,0,0
1470,1470,0,0,0,1,1,1
1471,1471,0,0,1,1,1,1
1472,1472,1,0,0,1,1,1
1473,1473,1,0,1,1,0,0
1474,1474,1,1,0,1,1,0
1475,1475,1,1,1,0,1,1
1476,1476,0,0,0,1,1,1
1477,1477,0,0,1,1,0,0
1478,1478,1,0,0,1,1,1
1479,1479,1,0,1,1,0,0
1480,1480,1,1,0,1,1,0
1481,1481,1,1,1,0,1,1
1482,1482,0,0,0,1,1,1
1483,1483,0,0,1,1,1,1
1484,1484,1,0,0,1,0,0
1485,1485,1,0,1,1,0,0
1486,1486,1,1,0,1,1,0
1487,1487,1,1,1,0,0,0
1488,1488,0,0,0,1,1,1
1489,1489,0,0,1,1,0,0
1490,1490,1,0,0,1,0,0
1491,1491,1,0,1,1,1,1
1492,1492,1,1,0,1,1,0
1493,1493,1,1,1,0,0,0
1494,1494,0,0,0,1,1,1
1495,1495,0,0,1,1,1,1
1496,1496,1,0,0,1,1,1
1497,1497,1,0,1,1,0,0
1498,1498,1,1,0,1,1,0
1499,1499,1,1,1,0,0,0
1500,1500,0,0,0,1,1,1
1501,1501,0,0,1,1,1,1
1502,1502,1,0,0,1,0,0
1503,1503,1,0,1,1,0,0
1504,1504,1,1,0,1,1,0
1505,1505,1,1,1,0,1,1
1506,1506,0,0,0,1,1,1
1507,1507,0,0,1,1,1,1
1508,1508,1,0,0,1,0,0
1509,1509,1,0,1,1,0,0
1510,1510,1,1,0,1,1,0
1511,1511,1,1,1,0,1,1
1512,1512,0,0,0,1,0,0
1513,1513,0,0,1,1,1,1
1514,1514,1,0,0,1,1,1
1515,1515,1,0,1,1,1,1
1516,1516,1,1,0,1,0,1
1517,1517,1,1,1,0,1,1
1518,1518,0,0,0,1,1,1
1519,1519,0,0,1,1,1,1
1520,1520,1,0,0,1,1,1
1521,1521,1,0,1,1,0,0
1522,1522,1,1,0,1,1,0
1523,1523,1,1,1,0,1,1
1524,1524,0,0,0,1,0,0
1525,1525,0,0,1,1,0,0
1526,1526,1,0,0,1,0,0
1527,1527,1,0,1,1,1,1
1528,1528,1,1,0,1,1,0
1529,1529,1,1,1,0,1,1
1530,1530,0,0,0,1,1,1
1531,1531,0,0,1,1,1,1
1532,1532,1,0,0,1,0,0
1533,1533,1,0,1,1,1,1
1534,1534,1,1,0,1,1,0
1535,1535,1,1,1,0,0,0
1536,1536,0,0,0,1,0,0
1537,1537,0,0,1,1,1,1
1538,1538,1,0,0,1,0,0
1539,1539,1,0,1,1,1,1
1540,1540,1,1,0,1,1,0
1541,1541,1,1,1,0,0,0
1542,1542,0,0,0,1,0,0
1543,1543,0,0,1,1,1,1
1544,1544,1,0,0,1,0,0
1545,1545,1,0,1,1,1,1
1546,1546,1,1,0,1,0,1
1547,1547,1,1,1,0,1,1
1548,1548,0,0,0,1,0,0
1549,1549,0,0,1,1,0,0
1550,1550,1,0,0,1,0,0
1551,1551,1,0,1,1,0,0
1552,1552,1,1,0,1,1,0
1553,1553,1,1,1,0,0,0
1554,1554,0,0,0,1,1,1
1555,1555,0,0,1,1,1,1
1556,1556,1,0,0,1,1,1
1557,1557,1,0,1,1,0,0
1558,1558,1,1,0,1,1,0
1559,1559,1,1,1,0,0,0
1560,1560,0,0,0,1,0,0
1561,1561,0,0,1,1,0,0
1562,1562,1,0,0,1,1,1
1563,1563,1,0,1,1,0,0
1564,1564,1,1,0,1,0,1
1565,1565,1,1,1,0,1,1
1566,1566,0,0,0,1,0,0
1567,1567,0,0,1,1,1,1
1568,1568,1,0,0,1,1,1
1569,1569,1,0,1,1,0,0
1570,1570,1,1,0,1,1,0
1571,1571,1,1,1,0,0,0
1572,1572,0,0,0,1,0,0
1573,1573,0,0,1,1,0,0
1574,1574,1,0,0,1,0,0
1575,1575,1,0,1,1,1,1
1576,1576,1,1,0,1,1,0
1577,1577,1,1,1,0,0,0
1578,1578,0,0,0,1,0,0
1579,1579,0,0,1,1,1,1
1580,1580,1,0,0,1,1,1
1581,1581,1,0,1,1,1,1
1582,1582,1,1,0,1,1,0
1583,1583,1,1,1,0,1,1
1584,1584,0,0,0,1,1,1
1585,1585,0,0,1,1,1,1
1586,1586,1,0,0,1,0,0
1587,1587,1,0,1,1,1,1
1588,1588,1,1,0,1,0,1
1589,1589,1,1,1,0,0,0
1590,1590,0,0,0,1,0,0
1591,1591,0,0,1,1,1,1
1592,1592,1,0,0,1,0,0
1593,1593,1,0,1,1,0,0
1594,1594,1,1,0,1,1,0
1595,1595,1,1,1,0,0,0
1596,1596,0,0,0,1,0,0
1597,1597,0,0,1,1,1,1
1598,1598,1,0,0,1,1,1
1599,1599,1,0,1,1,0,0
1600,1600,1,1,0,1,0,1
1601,1601,1,1,1,0,1,1
1602,1602,0,0,0,1,1,1
1603,1603,0,0,1,1,0,0
1604,1604,1,0,0,1,0,0
1605,1605,1,0,1,1,1,1
1606,1606,1,1,0,1,1,0
1607,1607,1,1,1,0,0,0
1608,1608,0,0,0,1,0,0
1609,1609,0,0,1,1,1,1
1610,1610,1,0,0,1,1,1
1611,1611,1,0,1,1,0,0
1612,1612,1,1,0,1,1,0
1613,1613,1,1,1,0,1,1
1614,1614,0,0,0,1,0,0
1615,1615,0,0,1,1,1,1
1616,1616,1,0,0,1,1,1
1617,1617,1,0,1,1,0,0
1618,1618,1,1,0,1,0,1
1619,1619,1,1,1,0,0,0
1620,1620,0,0,0,1,0,0
1621,1621,0,0,1,1,1,1
1622,1622,1,0,0,1,0,0
1623,1623,1,0,1,1,1,1
1624,1624,1,1,0,1,0,1
1625,1625,1,1,1,0,0,0
1626,1626,0,0,0,1,1,1
1627,1627,0,0,1,1,1,1
1628,1628,1,0,0,1,1,1
1629,1629,1,0,1,1,1,1
1630,1630,1,1,0,1,0,1
1631,1631,1,1,1,0,1,1
1632,1632,0,0,0,1,1,1
1633,1633,0,0,1,1,1,1
1634,1634,1,0,0,1,1,1
1635,1635,1,0,1,1,1,1
1636,1636,1,1,0,1,1,0
1637,1637,1,1,1,0,0,0
1638,1638,0,0,0,1,0,0
1639,1639,0,0,1,1,0,0
1640,1640,1,0,0,1,0,0
1641,1641,1,0,1,1,0,0
1642,1642,1,1,0,1,0,1
1643,1643,1,1,1,0,0,0
1644,1644,0,0,0,1,0,0
1645,1645,0,0,1,1,1,1
1646,1646,1,0,0,1,0,0
1647,1647,1,0,1,1,1,1
1648,1648,1,1,0,1,0,1
1649,1649,1,1,1,0,1,1
1650,1650,0,0,0,1,1,1
1651,1651,0,0,1,1,1,1
1652,1652,1,0,0,1,1,1
1653,1653,1,0,1,1,1,1
1654,1654,1,1,0,1,0,1
1655,1655,1,1,1,0,1,1
1656,1656,0,0,0,1,0,0
1657,1657,0,0,1,1,0,0
1658,1658,1,0,0,1,0,0
1659,1659,1,0,1,1,1,1
1660,1660,1,1,0,1,1,0
1661,1661,1,1,1,0,1,1
