,clock,D0,D1,D2,D3,D4,D5,D6,D7,S0,S1,S2,OUTCHANGED,CORRECT
463,463,0,0,1,1,1,0,0,1,1,1,1,1,1
464,464,0,0,1,1,1,0,1,0,0,0,0,1,0
465,465,0,0,1,1,1,0,1,0,0,0,1,0,0
466,466,0,0,1,1,1,0,1,0,0,1,0,0,0
467,467,0,0,1,1,1,0,1,0,0,1,1,1,1
468,468,0,0,1,1,1,0,1,0,1,0,0,0,1
469,469,0,0,1,1,1,0,1,0,1,0,1,0,1
470,470,0,0,1,1,1,0,1,0,1,1,0,1,1
471,471,0,0,1,1,1,0,1,0,1,1,1,1,0
472,472,0,0,1,1,1,0,1,1,0,0,0,1,0
473,473,0,0,1,1,1,0,1,1,0,0,1,0,0
474,474,0,0,1,1,1,0,1,1,0,1,0,0,0
475,475,0,0,1,1,1,0,1,1,0,1,1,1,1
476,476,0,0,1,1,1,0,1,1,1,0,0,1,0
477,477,0,0,1,1,1,0,1,1,1,0,1,1,0
478,478,0,0,1,1,1,0,1,1,1,1,0,1,1
479,479,0,0,1,1,1,0,1,1,1,1,1,0,0
480,480,0,0,1,1,1,1,0,0,0,0,0,1,0
481,481,0,0,1,1,1,1,0,0,0,0,1,0,0
482,482,0,0,1,1,1,1,0,0,0,1,0,1,1
483,483,0,0,1,1,1,1,0,0,0,1,1,1,0
484,484,0,0,1,1,1,1,0,0,1,0,0,1,0
485,485,0,0,1,1,1,1,0,0,1,0,1,0,0
486,486,0,0,1,1,1,1,0,0,1,1,0,1,1
487,487,0,0,1,1,1,1,0,0,1,1,1,1,0
488,488,0,0,1,1,1,1,0,1,0,0,0,0,1
489,489,0,0,1,1,1,1,0,1,0,0,1,0,0
490,490,0,0,1,1,1,1,0,1,0,1,0,1,1
491,491,0,0,1,1,1,1,0,1,0,1,1,0,1
492,492,0,0,1,1,1,1,0,1,1,0,0,1,0
493,493,0,0,1,1,1,1,0,1,1,0,1,1,1
494,494,0,0,1,1,1,1,0,1,1,1,0,1,1
495,495,0,0,1,1,1,1,0,1,1,1,1,1,1
496,496,0,0,1,1,1,1,1,0,0,0,0,1,0
497,497,0,0,1,1,1,1,1,0,0,0,1,1,1
498,498,0,0,1,1,1,1,1,0,0,1,0,1,1
499,499,0,0,1,1,1,1,1,0,0,1,1,1,1
500,500,0,0,1,1,1,1,1,0,1,0,0,1,0
501,501,0,0,1,1,1,1,1,0,1,0,1,0,0
502,502,0,0,1,1,1,1,1,0,1,1,0,0,0
503,503,0,0,1,1,1,1,1,0,1,1,1,0,1
504,504,0,0,1,1,1,1,1,1,0,0,0,1,0
505,505,0,0,1,1,1,1,1,1,0,0,1,0,0
506,506,0,0,1,1,1,1,1,1,0,1,0,0,0
507,507,0,0,1,1,1,1,1,1,0,1,1,0,0
508,508,0,0,1,1,1,1,1,1,1,0,0,0,1
509,509,0,0,1,1,1,1,1,1,1,0,1,0,0
510,510,0,0,1,1,1,1,1,1,1,1,0,1,1
511,511,0,0,1,1,1,1,1,1,1,1,1,1,1
512,512,0,1,0,0,0,0,0,0,0,0,0,0,1
513,513,0,1,0,0,0,0,0,0,0,0,1,1,0
514,514,0,1,0,0,0,0,0,0,0,1,0,0,1
515,515,0,1,0,0,0,0,0,0,0,1,1,1,0
516,516,0,1,0,0,0,0,0,0,1,0,0,0,0
517,517,0,1,0,0,0,0,0,0,1,0,1,0,1
518,518,0,1,0,0,0,0,0,0,1,1,0,0,1
519,519,0,1,0,0,0,0,0,0,1,1,1,0,1
520,520,0,1,0,0,0,0,0,1,0,0,0,1,0
521,521,0,1,0,0,0,0,0,1,0,0,1,0,1
522,522,0,1,0,0,0,0,0,1,0,1,0,0,1
523,523,0,1,0,0,0,0,0,1,0,1,1,1,0
524,524,0,1,0,0,0,0,0,1,1,0,0,0,0
525,525,0,1,0,0,0,0,0,1,1,0,1,0,1
526,526,0,1,0,0,0,0,0,1,1,1,0,0,1
527,527,0,1,0,0,0,0,0,1,1,1,1,0,0
528,528,0,1,0,0,0,0,1,0,0,0,0,0,1
529,529,0,1,0,0,0,0,1,0,0,0,1,0,1
530,530,0,1,0,0,0,0,1,0,0,1,0,1,0
531,531,0,1,0,0,0,0,1,0,0,1,1,1,1
532,532,0,1,0,0,0,0,1,0,1,0,0,0,0
533,533,0,1,0,0,0,0,1,0,1,0,1,1,0
534,534,0,1,0,0,0,0,1,0,1,1,0,1,0
535,535,0,1,0,0,0,0,1,0,1,1,1,1,0
536,536,0,1,0,0,0,0,1,1,0,0,0,1,0
537,537,0,1,0,0,0,0,1,1,0,0,1,0,1
538,538,0,1,0,0,0,0,1,1,0,1,0,1,0
539,539,0,1,0,0,0,0,1,1,0,1,1,1,1
540,540,0,1,0,0,0,0,1,1,1,0,0,1,1
541,541,0,1,0,0,0,0,1,1,1,0,1,1,0
542,542,0,1,0,0,0,0,1,1,1,1,0,1,0
543,543,0,1,0,0,0,0,1,1,1,1,1,1,1
544,544,0,1,0,0,0,1,0,0,0,0,0,1,0
545,545,0,1,0,0,0,1,0,0,0,0,1,1,0
546,546,0,1,0,0,0,1,0,0,0,1,0,0,1
547,547,0,1,0,0,0,1,0,0,0,1,1,1,0
548,548,0,1,0,0,0,1,0,0,1,0,0,1,1
549,549,0,1,0,0,0,1,0,0,1,0,1,1,1
550,550,0,1,0,0,0,1,0,0,1,1,0,1,0
551,551,0,1,0,0,0,1,0,0,1,1,1,0,1
552,552,0,1,0,0,0,1,0,1,0,0,0,0,1
553,553,0,1,0,0,0,1,0,1,0,0,1,1,0
554,554,0,1,0,0,0,1,0,1,0,1,0,1,0
555,555,0,1,0,0,0,1,0,1,0,1,1,1,0
556,556,0,1,0,0,0,1,0,1,1,0,0,0,0
557,557,0,1,0,0,0,1,0,1,1,0,1,0,0
558,558,0,1,0,0,0,1,0,1,1,1,0,0,1
559,559,0,1,0,0,0,1,0,1,1,1,1,0,0
560,560,0,1,0,0,0,1,1,0,0,0,0,0,1
561,561,0,1,0,0,0,1,1,0,0,0,1,1,0
562,562,0,1,0,0,0,1,1,0,0,1,0,1,0
563,563,0,1,0,0,0,1,1,0,0,1,1,0,0
564,564,0,1,0,0,0,1,1,0,1,0,0,0,0
565,565,0,1,0,0,0,1,1,0,1,0,1,0,0
566,566,0,1,0,0,0,1,1,0,1,1,0,1,0
567,567,0,1,0,0,0,1,1,0,1,1,1,1,0
568,568,0,1,0,0,0,1,1,1,0,0,0,0,1
569,569,0,1,0,0,0,1,1,1,0,0,1,0,1
570,570,0,1,0,0,0,1,1,1,0,1,0,0,1
571,571,0,1,0,0,0,1,1,1,0,1,1,1,1
572,572,0,1,0,0,0,1,1,1,1,0,0,1,1
573,573,0,1,0,0,0,1,1,1,1,0,1,0,0
574,574,0,1,0,0,0,1,1,1,1,1,0,1,0
575,575,0,1,0,0,0,1,1,1,1,1,1,0,0
576,576,0,1,0,0,1,0,0,0,0,0,0,1,0
577,577,0,1,0,0,1,0,0,0,0,0,1,1,1
578,578,0,1,0,0,1,0,0,0,0,1,0,0,1
579,579,0,1,0,0,1,0,0,0,0,1,1,1,0
580,580,0,1,0,0,1,0,0,0,1,0,0,0,0
581,581,0,1,0,0,1,0,0,0,1,0,1,0,1
582,582,0,1,0,0,1,0,0,0,1,1,0,1,0
583,583,0,1,0,0,1,0,0,0,1,1,1,1,0
584,584,0,1,0,0,1,0,0,1,0,0,0,1,0
585,585,0,1,0,0,1,0,0,1,0,0,1,0,0
586,586,0,1,0,0,1,0,0,1,0,1,0,1,0
587,587,0,1,0,0,1,0,0,1,0,1,1,0,1
588,588,0,1,0,0,1,0,0,1,1,0,0,1,1
589,589,0,1,0,0,1,0,0,1,1,0,1,1,0
590,590,0,1,0,0,1,0,0,1,1,1,0,0,1
591,591,0,1,0,0,1,0,0,1,1,1,1,0,0
592,592,0,1,0,0,1,0,1,0,0,0,0,1,0
593,593,0,1,0,0,1,0,1,0,0,0,1,1,1
594,594,0,1,0,0,1,0,1,0,0,1,0,0,1
595,595,0,1,0,0,1,0,1,0,0,1,1,1,1
596,596,0,1,0,0,1,0,1,0,1,0,0,0,0
597,597,0,1,0,0,1,0,1,0,1,0,1,1,0
598,598,0,1,0,0,1,0,1,0,1,1,0,1,0
599,599,0,1,0,0,1,0,1,0,1,1,1,0,1
600,600,0,1,0,0,1,0,1,1,0,0,0,0,1
601,601,0,1,0,0,1,0,1,1,0,0,1,0,0
602,602,0,1,0,0,1,0,1,1,0,1,0,0,1
603,603,0,1,0,0,1,0,1,1,0,1,1,0,0
604,604,0,1,0,0,1,0,1,1,1,0,0,0,0
605,605,0,1,0,0,1,0,1,1,1,0,1,1,0
606,606,0,1,0,0,1,0,1,1,1,1,0,1,0
607,607,0,1,0,0,1,0,1,1,1,1,1,1,1
608,608,0,1,0,0,1,1,0,0,0,0,0,1,0
609,609,0,1,0,0,1,1,0,0,0,0,1,1,1
610,610,0,1,0,0,1,1,0,0,0,1,0,0,1
611,611,0,1,0,0,1,1,0,0,0,1,1,0,1
612,612,0,1,0,0,1,1,0,0,1,0,0,0,0
613,613,0,1,0,0,1,1,0,0,1,0,1,0,0
614,614,0,1,0,0,1,1,0,0,1,1,0,0,1
615,615,0,1,0,0,1,1,0,0,1,1,1,1,0
616,616,0,1,0,0,1,1,0,1,0,0,0,1,0
617,617,0,1,0,0,1,1,0,1,0,0,1,0,0
618,618,0,1,0,0,1,1,0,1,0,1,0,1,0
619,619,0,1,0,0,1,1,0,1,0,1,1,1,0
620,620,0,1,0,0,1,1,0,1,1,0,0,0,0
621,621,0,1,0,0,1,1,0,1,1,0,1,1,1
622,622,0,1,0,0,1,1,0,1,1,1,0,0,1
623,623,0,1,0,0,1,1,0,1,1,1,1,0,0
624,624,0,1,0,0,1,1,1,0,0,0,0,0,1
625,625,0,1,0,0,1,1,1,0,0,0,1,1,1
626,626,0,1,0,0,1,1,1,0,0,1,0,1,0
627,627,0,1,0,0,1,1,1,0,0,1,1,1,1
628,628,0,1,0,0,1,1,1,0,1,0,0,0,0
629,629,0,1,0,0,1,1,1,0,1,0,1,0,0
630,630,0,1,0,0,1,1,1,0,1,1,0,1,0
631,631,0,1,0,0,1,1,1,0,1,1,1,0,1
632,632,0,1,0,0,1,1,1,1,0,0,0,0,1
633,633,0,1,0,0,1,1,1,1,0,0,1,1,1
634,634,0,1,0,0,1,1,1,1,0,1,0,1,0
635,635,0,1,0,0,1,1,1,1,0,1,1,1,1
636,636,0,1,0,0,1,1,1,1,1,0,0,0,0
637,637,0,1,0,0,1,1,1,1,1,0,1,1,1
638,638,0,1,0,0,1,1,1,1,1,1,0,0,1
639,639,0,1,0,0,1,1,1,1,1,1,1,1,1
640,640,0,1,0,1,0,0,0,0,0,0,0,1,0
641,641,0,1,0,1,0,0,0,0,0,0,1,1,0
642,642,0,1,0,1,0,0,0,0,0,1,0,0,1
643,643,0,1,0,1,0,0,0,0,0,1,1,1,0
644,644,0,1,0,1,0,0,0,0,1,0,0,0,0
645,645,0,1,0,1,0,0,0,0,1,0,1,0,1
646,646,0,1,0,1,0,0,0,0,1,1,0,1,1
647,647,0,1,0,1,0,0,0,0,1,1,1,0,1
648,648,0,1,0,1,0,0,0,1,0,0,0,0,1
649,649,0,1,0,1,0,0,0,1,0,0,1,1,0
650,650,0,1,0,1,0,0,0,1,0,1,0,0,1
651,651,0,1,0,1,0,0,0,1,0,1,1,0,1
652,652,0,1,0,1,0,0,0,1,1,0,0,0,0
653,653,0,1,0,1,0,0,0,1,1,0,1,0,1
654,654,0,1,0,1,0,0,0,1,1,1,0,1,1
655,655,0,1,0,1,0,0,0,1,1,1,1,1,1
656,656,0,1,0,1,0,0,1,0,0,0,0,1,0
657,657,0,1,0,1,0,0,1,0,0,0,1,0,1
658,658,0,1,0,1,0,0,1,0,0,1,0,1,0
659,659,0,1,0,1,0,0,1,0,0,1,1,1,1
660,660,0,1,0,1,0,0,1,0,1,0,0,1,1
661,661,0,1,0,1,0,0,1,0,1,0,1,0,1
662,662,0,1,0,1,0,0,1,0,1,1,0,0,0
663,663,0,1,0,1,0,0,1,0,1,1,1,0,1
664,664,0,1,0,1,0,0,1,1,0,0,0,0,1
665,665,0,1,0,1,0,0,1,1,0,0,1,1,0
666,666,0,1,0,1,0,0,1,1,0,1,0,0,1
667,667,0,1,0,1,0,0,1,1,0,1,1,0,0
668,668,0,1,0,1,0,0,1,1,1,0,0,0,0
669,669,0,1,0,1,0,0,1,1,1,0,1,1,0
670,670,0,1,0,1,0,0,1,1,1,1,0,1,1
671,671,0,1,0,1,0,0,1,1,1,1,1,1,1
672,672,0,1,0,1,0,1,0,0,0,0,0,1,0
673,673,0,1,0,1,0,1,0,0,0,0,1,1,0
674,674,0,1,0,1,0,1,0,0,0,1,0,0,1
675,675,0,1,0,1,0,1,0,0,0,1,1,0,1
676,676,0,1,0,1,0,1,0,0,1,0,0,1,1
677,677,0,1,0,1,0,1,0,0,1,0,1,1,1
678,678,0,1,0,1,0,1,0,0,1,1,0,1,1
679,679,0,1,0,1,0,1,0,0,1,1,1,1,0
680,680,0,1,0,1,0,1,0,1,0,0,0,1,0
681,681,0,1,0,1,0,1,0,1,0,0,1,1,0
682,682,0,1,0,1,0,1,0,1,0,1,0,1,0
683,683,0,1,0,1,0,1,0,1,0,1,1,0,1
684,684,0,1,0,1,0,1,0,1,1,0,0,1,1
685,685,0,1,0,1,0,1,0,1,1,0,1,1,1
686,686,0,1,0,1,0,1,0,1,1,1,0,0,0
687,687,0,1,0,1,0,1,0,1,1,1,1,0,0
688,688,0,1,0,1,0,1,1,0,0,0,0,1,0
689,689,0,1,0,1,0,1,1,0,0,0,1,0,1
690,690,0,1,0,1,0,1,1,0,0,1,0,0,1
691,691,0,1,0,1,0,1,1,0,0,1,1,0,0
692,692,0,1,0,1,0,1,1,0,1,0,0,1,1
693,693,0,1,0,1,0,1,1,0,1,0,1,0,0
694,694,0,1,0,1,0,1,1,0,1,1,0,0,0
695,695,0,1,0,1,0,1,1,0,1,1,1,0,1
696,696,0,1,0,1,0,1,1,1,0,0,0,1,0
697,697,0,1,0,1,0,1,1,1,0,0,1,1,0
698,698,0,1,0,1,0,1,1,1,0,1,0,1,0
699,699,0,1,0,1,0,1,1,1,0,1,1,1,1
700,700,0,1,0,1,0,1,1,1,1,0,0,0,0
701,701,0,1,0,1,0,1,1,1,1,0,1,0,0
702,702,0,1,0,1,0,1,1,1,1,1,0,1,1
703,703,0,1,0,1,0,1,1,1,1,1,1,1,1
704,704,0,1,0,1,1,0,0,0,0,0,0,1,0
705,705,0,1,0,1,1,0,0,0,0,0,1,0,0
706,706,0,1,0,1,1,0,0,0,0,1,0,0,1
707,707,0,1,0,1,1,0,0,0,0,1,1,0,1
708,708,0,1,0,1,1,0,0,0,1,0,0,1,1
709,709,0,1,0,1,1,0,0,0,1,0,1,0,1
710,710,0,1,0,1,1,0,0,0,1,1,0,1,1
711,711,0,1,0,1,1,0,0,0,1,1,1,0,1
712,712,0,1,0,1,1,0,0,1,0,0,0,1,0
713,713,0,1,0,1,1,0,0,1,0,0,1,1,1
714,714,0,1,0,1,1,0,0,1,0,1,0,0,1
715,715,0,1,0,1,1,0,0,1,0,1,1,1,0
716,716,0,1,0,1,1,0,0,1,1,0,0,1,1
717,717,0,1,0,1,1,0,0,1,1,0,1,0,1
718,718,0,1,0,1,1,0,0,1,1,1,0,0,0
719,719,0,1,0,1,1,0,0,1,1,1,1,1,1
720,720,0,1,0,1,1,0,1,0,0,0,0,1,0
721,721,0,1,0,1,1,0,1,0,0,0,1,0,0
722,722,0,1,0,1,1,0,1,0,0,1,0,1,0
723,723,0,1,0,1,1,0,1,0,0,1,1,0,0
724,724,0,1,0,1,1,0,1,0,1,0,0,1,1
725,725,0,1,0,1,1,0,1,0,1,0,1,0,1
726,726,0,1,0,1,1,0,1,0,1,1,0,1,1
727,727,0,1,0,1,1,0,1,0,1,1,1,1,0
728,728,0,1,0,1,1,0,1,1,0,0,0,0,1
729,729,0,1,0,1,1,0,1,1,0,0,1,0,0
730,730,0,1,0,1,1,0,1,1,0,1,0,1,0
731,731,0,1,0,1,1,0,1,1,0,1,1,0,0
732,732,0,1,0,1,1,0,1,1,1,0,0,0,0
733,733,0,1,0,1,1,0,1,1,1,0,1,0,1
734,734,0,1,0,1,1,0,1,1,1,1,0,0,0
735,735,0,1,0,1,1,0,1,1,1,1,1,0,0
736,736,0,1,0,1,1,1,0,0,0,0,0,1,0
737,737,0,1,0,1,1,1,0,0,0,0,1,0,0
738,738,0,1,0,1,1,1,0,0,0,1,0,1,0
739,739,0,1,0,1,1,1,0,0,0,1,1,0,1
740,740,0,1,0,1,1,1,0,0,1,0,0,0,0
741,741,0,1,0,1,1,1,0,0,1,0,1,1,1
742,742,0,1,0,1,1,1,0,0,1,1,0,0,0
743,743,0,1,0,1,1,1,0,0,1,1,1,0,1
744,744,0,1,0,1,1,1,0,1,0,0,0,1,0
745,745,0,1,0,1,1,1,0,1,0,0,1,1,1
746,746,0,1,0,1,1,1,0,1,0,1,0,0,1
747,747,0,1,0,1,1,1,0,1,0,1,1,1,0
748,748,0,1,0,1,1,1,0,1,1,0,0,1,1
749,749,0,1,0,1,1,1,0,1,1,0,1,1,1
750,750,0,1,0,1,1,1,0,1,1,1,0,0,0
751,751,0,1,0,1,1,1,0,1,1,1,1,0,0
752,752,0,1,0,1,1,1,1,0,0,0,0,1,0
753,753,0,1,0,1,1,1,1,0,0,0,1,0,0
754,754,0,1,0,1,1,1,1,0,0,1,0,1,0
755,755,0,1,0,1,1,1,1,0,0,1,1,1,1
756,756,0,1,0,1,1,1,1,0,1,0,0,1,1
757,757,0,1,0,1,1,1,1,0,1,0,1,0,0
758,758,0,1,0,1,1,1,1,0,1,1,0,1,1
759,759,0,1,0,1,1,1,1,0,1,1,1,0,1
760,760,0,1,0,1,1,1,1,1,0,0,0,0,1
761,761,0,1,0,1,1,1,1,1,0,0,1,1,1
762,762,0,1,0,1,1,1,1,1,0,1,0,0,1
763,763,0,1,0,1,1,1,1,1,0,1,1,1,1
764,764,0,1,0,1,1,1,1,1,1,0,0,1,1
765,765,0,1,0,1,1,1,1,1,1,0,1,0,0
766,766,0,1,0,1,1,1,1,1,1,1,0,0,0
767,767,0,1,0,1,1,1,1,1,1,1,1,1,1
768,768,0,1,1,0,0,0,0,0,0,0,0,1,0
769,769,0,1,1,0,0,0,0,0,0,0,1,0,1
770,770,0,1,1,0,0,0,0,0,0,1,0,0,0
771,771,0,1,1,0,0,0,0,0,0,1,1,0,1
772,772,0,1,1,0,0,0,0,0,1,0,0,0,0
773,773,0,1,1,0,0,0,0,0,1,0,1,1,0
774,774,0,1,1,0,0,0,0,0,1,1,0,0,1
775,775,0,1,1,0,0,0,0,0,1,1,1,1,0
776,776,0,1,1,0,0,0,0,1,0,0,0,0,1
777,777,0,1,1,0,0,0,0,1,0,0,1,0,1
778,778,0,1,1,0,0,0,0,1,0,1,0,0,0
779,779,0,1,1,0,0,0,0,1,0,1,1,1,0
780,780,0,1,1,0,0,0,0,1,1,0,0,0,0
781,781,0,1,1,0,0,0,0,1,1,0,1,0,1
782,782,0,1,1,0,0,0,0,1,1,1,0,1,0
783,783,0,1,1,0,0,0,0,1,1,1,1,1,1
784,784,0,1,1,0,0,0,1,0,0,0,0,1,0
785,785,0,1,1,0,0,0,1,0,0,0,1,1,0
786,786,0,1,1,0,0,0,1,0,0,1,0,1,1
787,787,0,1,1,0,0,0,1,0,0,1,1,0,0
788,788,0,1,1,0,0,0,1,0,1,0,0,0,0
789,789,0,1,1,0,0,0,1,0,1,0,1,1,0
790,790,0,1,1,0,0,0,1,0,1,1,0,0,1
791,791,0,1,1,0,0,0,1,0,1,1,1,0,1
792,792,0,1,1,0,0,0,1,1,0,0,0,1,0
793,793,0,1,1,0,0,0,1,1,0,0,1,1,0
794,794,0,1,1,0,0,0,1,1,0,1,0,0,0
795,795,0,1,1,0,0,0,1,1,0,1,1,1,1
796,796,0,1,1,0,0,0,1,1,1,0,0,0,0
797,797,0,1,1,0,0,0,1,1,1,0,1,0,1
798,798,0,1,1,0,0,0,1,1,1,1,0,1,0
799,799,0,1,1,0,0,0,1,1,1,1,1,1,1
800,800,0,1,1,0,0,1,0,0,0,0,0,1,0
801,801,0,1,1,0,0,1,0,0,0,0,1,1,0
802,802,0,1,1,0,0,1,0,0,0,1,0,0,0
803,803,0,1,1,0,0,1,0,0,0,1,1,0,1
804,804,0,1,1,0,0,1,0,0,1,0,0,0,0
805,805,0,1,1,0,0,1,0,0,1,0,1,1,1
806,806,0,1,1,0,0,1,0,0,1,1,0,1,0
807,807,0,1,1,0,0,1,0,0,1,1,1,0,1
808,808,0,1,1,0,0,1,0,1,0,0,0,0,1
809,809,0,1,1,0,0,1,0,1,0,0,1,0,1
810,810,0,1,1,0,0,1,0,1,0,1,0,1,1
811,811,0,1,1,0,0,1,0,1,0,1,1,0,1
812,812,0,1,1,0,0,1,0,1,1,0,0,1,1
813,813,0,1,1,0,0,1,0,1,1,0,1,0,0
814,814,0,1,1,0,0,1,0,1,1,1,0,0,1
815,815,0,1,1,0,0,1,0,1,1,1,1,0,0
816,816,0,1,1,0,0,1,1,0,0,0,0,0,1
817,817,0,1,1,0,0,1,1,0,0,0,1,1,0
818,818,0,1,1,0,0,1,1,0,0,1,0,1,1
819,819,0,1,1,0,0,1,1,0,0,1,1,0,0
820,820,0,1,1,0,0,1,1,0,1,0,0,1,1
821,821,0,1,1,0,0,1,1,0,1,0,1,0,0
822,822,0,1,1,0,0,1,1,0,1,1,0,1,0
823,823,0,1,1,0,0,1,1,0,1,1,1,1,0
824,824,0,1,1,0,0,1,1,1,0,0,0,0,1
825,825,0,1,1,0,0,1,1,1,0,0,1,0,1
826,826,0,1,1,0,0,1,1,1,0,1,0,0,0
827,827,0,1,1,0,0,1,1,1,0,1,1,0,0
828,828,0,1,1,0,0,1,1,1,1,0,0,1,1
829,829,0,1,1,0,0,1,1,1,1,0,1,1,1
830,830,0,1,1,0,0,1,1,1,1,1,0,0,1
831,831,0,1,1,0,0,1,1,1,1,1,1,0,0
832,832,0,1,1,0,1,0,0,0,0,0,0,0,1
833,833,0,1,1,0,1,0,0,0,0,0,1,0,0
834,834,0,1,1,0,1,0,0,0,0,1,0,1,1
835,835,0,1,1,0,1,0,0,0,0,1,1,1,0
836,836,0,1,1,0,1,0,0,0,1,0,0,1,1
837,837,0,1,1,0,1,0,0,0,1,0,1,0,1
838,838,0,1,1,0,1,0,0,0,1,1,0,0,1
839,839,0,1,1,0,1,0,0,0,1,1,1,1,0
840,840,0,1,1,0,1,0,0,1,0,0,0,1,0
841,841,0,1,1,0,1,0,0,1,0,0,1,1,1
842,842,0,1,1,0,1,0,0,1,0,1,0,1,1
843,843,0,1,1,0,1,0,0,1,0,1,1,1,0
844,844,0,1,1,0,1,0,0,1,1,0,0,1,1
845,845,0,1,1,0,1,0,0,1,1,0,1,0,1
846,846,0,1,1,0,1,0,0,1,1,1,0,0,1
847,847,0,1,1,0,1,0,0,1,1,1,1,0,0
848,848,0,1,1,0,1,0,1,0,0,0,0,0,1
849,849,0,1,1,0,1,0,1,0,0,0,1,0,0
850,850,0,1,1,0,1,0,1,0,0,1,0,0,0
851,851,0,1,1,0,1,0,1,0,0,1,1,1,1
852,852,0,1,1,0,1,0,1,0,1,0,0,0,0
853,853,0,1,1,0,1,0,1,0,1,0,1,0,1
854,854,0,1,1,0,1,0,1,0,1,1,0,0,1
855,855,0,1,1,0,1,0,1,0,1,1,1,0,1
856,856,0,1,1,0,1,0,1,1,0,0,0,1,0
857,857,0,1,1,0,1,0,1,1,0,0,1,0,0
858,858,0,1,1,0,1,0,1,1,0,1,0,0,0
859,859,0,1,1,0,1,0,1,1,0,1,1,0,0
860,860,0,1,1,0,1,0,1,1,1,0,0,1,1
861,861,0,1,1,0,1,0,1,1,1,0,1,1,0
862,862,0,1,1,0,1,0,1,1,1,1,0,0,1
863,863,0,1,1,0,1,0,1,1,1,1,1,1,1
864,864,0,1,1,0,1,1,0,0,0,0,0,0,1
865,865,0,1,1,0,1,1,0,0,0,0,1,1,1
866,866,0,1,1,0,1,1,0,0,0,1,0,0,0
867,867,0,1,1,0,1,1,0,0,0,1,1,1,0
868,868,0,1,1,0,1,1,0,0,1,0,0,0,0
869,869,0,1,1,0,1,1,0,0,1,0,1,1,1
870,870,0,1,1,0,1,1,0,0,1,1,0,0,1
871,871,0,1,1,0,1,1,0,0,1,1,1,0,1
872,872,0,1,1,0,1,1,0,1,0,0,0,1,0
873,873,0,1,1,0,1,1,0,1,0,0,1,0,0
874,874,0,1,1,0,1,1,0,1,0,1,0,1,1
875,875,0,1,1,0,1,1,0,1,0,1,1,0,1
876,876,0,1,1,0,1,1,0,1,1,0,0,0,0
877,877,0,1,1,0,1,1,0,1,1,0,1,0,0
878,878,0,1,1,0,1,1,0,1,1,1,0,1,0
879,879,0,1,1,0,1,1,0,1,1,1,1,0,0
880,880,0,1,1,0,1,1,1,0,0,0,0,0,1
881,881,0,1,1,0,1,1,1,0,0,0,1,1,1
882,882,0,1,1,0,1,1,1,0,0,1,0,1,1
883,883,0,1,1,0,1,1,1,0,0,1,1,1,1
884,884,0,1,1,0,1,1,1,0,1,0,0,1,1
885,885,0,1,1,0,1,1,1,0,1,0,1,0,0
886,886,0,1,1,0,1,1,1,0,1,1,0,0,1
887,887,0,1,1,0,1,1,1,0,1,1,1,0,1
888,888,0,1,1,0,1,1,1,1,0,0,0,0,1
889,889,0,1,1,0,1,1,1,1,0,0,1,1,1
890,890,0,1,1,0,1,1,1,1,0,1,0,1,1
891,891,0,1,1,0,1,1,1,1,0,1,1,0,0
892,892,0,1,1,0,1,1,1,1,1,0,0,1,1
893,893,0,1,1,0,1,1,1,1,1,0,1,1,1
894,894,0,1,1,0,1,1,1,1,1,1,0,1,0
895,895,0,1,1,0,1,1,1,1,1,1,1,1,1
896,896,0,1,1,1,0,0,0,0,0,0,0,0,1
897,897,0,1,1,1,0,0,0,0,0,0,1,0,1
898,898,0,1,1,1,0,0,0,0,0,1,0,0,0
899,899,0,1,1,1,0,0,0,0,0,1,1,0,1
900,900,0,1,1,1,0,0,0,0,1,0,0,0,0
901,901,0,1,1,1,0,0,0,0,1,0,1,0,1
902,902,0,1,1,1,0,0,0,0,1,1,0,1,1
903,903,0,1,1,1,0,0,0,0,1,1,1,0,1
904,904,0,1,1,1,0,0,0,1,0,0,0,1,0
905,905,0,1,1,1,0,0,0,1,0,0,1,1,0
906,906,0,1,1,1,0,0,0,1,0,1,0,1,1
907,907,0,1,1,1,0,0,0,1,0,1,1,0,1
908,908,0,1,1,1,0,0,0,1,1,0,0,0,0
909,909,0,1,1,1,0,0,0,1,1,0,1,0,1
910,910,0,1,1,1,0,0,0,1,1,1,0,1,1
911,911,0,1,1,1,0,0,0,1,1,1,1,0,0
912,912,0,1,1,1,0,0,1,0,0,0,0,0,1
913,913,0,1,1,1,0,0,1,0,0,0,1,0,1
914,914,0,1,1,1,0,0,1,0,0,1,0,0,0
915,915,0,1,1,1,0,0,1,0,0,1,1,0,0
916,916,0,1,1,1,0,0,1,0,1,0,0,1,1
917,917,0,1,1,1,0,0,1,0,1,0,1,1,0
918,918,0,1,1,1,0,0,1,0,1,1,0,1,1
919,919,0,1,1,1,0,0,1,0,1,1,1,1,0
920,920,0,1,1,1,0,0,1,1,0,0,0,0,1
921,921,0,1,1,1,0,0,1,1,0,0,1,1,0
922,922,0,1,1,1,0,0,1,1,0,1,0,0,0
923,923,0,1,1,1,0,0,1,1,0,1,1,0,0
924,924,0,1,1,1,0,0,1,1,1,0,0,1,1
925,925,0,1,1,1,0,0,1,1,1,0,1,0,1
926,926,0,1,1,1,0,0,1,1,1,1,0,1,1
