clock,D0,D1,D2,D3,D4,D5,D6,D7,S0,S1,S2,out
535,0,1,0,0,0,0,1,0,1,1,1,0
536,0,1,0,0,0,0,1,1,0,0,0,0
537,0,1,0,0,0,0,1,1,0,0,1,0
538,0,1,0,0,0,0,1,1,0,1,0,0
539,0,1,0,0,0,0,1,1,0,1,1,1
540,0,1,0,0,0,0,1,1,1,0,0,1
541,0,1,0,0,0,0,1,1,1,0,1,0
542,0,1,0,0,0,0,1,1,1,1,0,0
543,0,1,0,0,0,0,1,1,1,1,1,1
544,0,1,0,0,0,1,0,0,0,0,0,0
545,0,1,0,0,0,1,0,0,0,0,1,0
546,0,1,0,0,0,1,0,0,0,1,0,0
547,0,1,0,0,0,1,0,0,0,1,1,0
548,0,1,0,0,0,1,0,0,1,0,0,1
549,0,1,0,0,0,1,0,0,1,0,1,1
550,0,1,0,0,0,1,0,0,1,1,0,0
551,0,1,0,0,0,1,0,0,1,1,1,0
552,0,1,0,0,0,1,0,1,0,0,0,0
553,0,1,0,0,0,1,0,1,0,0,1,0
554,0,1,0,0,0,1,0,1,0,1,0,0
555,0,1,0,0,0,1,0,1,0,1,1,0
556,0,1,0,0,0,1,0,1,1,0,0,1
557,0,1,0,0,0,1,0,1,1,0,1,1
558,0,1,0,0,0,1,0,1,1,1,0,0
559,0,1,0,0,0,1,0,1,1,1,1,1
560,0,1,0,0,0,1,1,0,0,0,0,0
561,0,1,0,0,0,1,1,0,0,0,1,0
562,0,1,0,0,0,1,1,0,0,1,0,0
563,0,1,0,0,0,1,1,0,0,1,1,1
564,0,1,0,0,0,1,1,0,1,0,0,1
565,0,1,0,0,0,1,1,0,1,0,1,1
566,0,1,0,0,0,1,1,0,1,1,0,0
567,0,1,0,0,0,1,1,0,1,1,1,0
568,0,1,0,0,0,1,1,1,0,0,0,0
569,0,1,0,0,0,1,1,1,0,0,1,0
570,0,1,0,0,0,1,1,1,0,1,0,0
571,0,1,0,0,0,1,1,1,0,1,1,1
572,0,1,0,0,0,1,1,1,1,0,0,1
573,0,1,0,0,0,1,1,1,1,0,1,1
574,0,1,0,0,0,1,1,1,1,1,0,0
575,0,1,0,0,0,1,1,1,1,1,1,1
576,0,1,0,0,1,0,0,0,0,0,0,0
577,0,1,0,0,1,0,0,0,0,0,1,1
578,0,1,0,0,1,0,0,0,0,1,0,0
579,0,1,0,0,1,0,0,0,0,1,1,0
580,0,1,0,0,1,0,0,0,1,0,0,1
581,0,1,0,0,1,0,0,0,1,0,1,0
582,0,1,0,0,1,0,0,0,1,1,0,0
583,0,1,0,0,1,0,0,0,1,1,1,0
584,0,1,0,0,1,0,0,1,0,0,0,0
585,0,1,0,0,1,0,0,1,0,0,1,1
586,0,1,0,0,1,0,0,1,0,1,0,0
587,0,1,0,0,1,0,0,1,0,1,1,0
588,0,1,0,0,1,0,0,1,1,0,0,1
589,0,1,0,0,1,0,0,1,1,0,1,0
590,0,1,0,0,1,0,0,1,1,1,0,0
591,0,1,0,0,1,0,0,1,1,1,1,1
592,0,1,0,0,1,0,1,0,0,0,0,0
593,0,1,0,0,1,0,1,0,0,0,1,1
594,0,1,0,0,1,0,1,0,0,1,0,0
595,0,1,0,0,1,0,1,0,0,1,1,1
596,0,1,0,0,1,0,1,0,1,0,0,1
597,0,1,0,0,1,0,1,0,1,0,1,0
598,0,1,0,0,1,0,1,0,1,1,0,0
599,0,1,0,0,1,0,1,0,1,1,1,0
600,0,1,0,0,1,0,1,1,0,0,0,0
601,0,1,0,0,1,0,1,1,0,0,1,1
602,0,1,0,0,1,0,1,1,0,1,0,0
603,0,1,0,0,1,0,1,1,0,1,1,1
604,0,1,0,0,1,0,1,1,1,0,0,1
605,0,1,0,0,1,0,1,1,1,0,1,0
606,0,1,0,0,1,0,1,1,1,1,0,0
607,0,1,0,0,1,0,1,1,1,1,1,1
608,0,1,0,0,1,1,0,0,0,0,0,0
609,0,1,0,0,1,1,0,0,0,0,1,1
610,0,1,0,0,1,1,0,0,0,1,0,0
611,0,1,0,0,1,1,0,0,0,1,1,0
612,0,1,0,0,1,1,0,0,1,0,0,1
613,0,1,0,0,1,1,0,0,1,0,1,1
614,0,1,0,0,1,1,0,0,1,1,0,0
615,0,1,0,0,1,1,0,0,1,1,1,0
616,0,1,0,0,1,1,0,1,0,0,0,0
617,0,1,0,0,1,1,0,1,0,0,1,1
618,0,1,0,0,1,1,0,1,0,1,0,0
619,0,1,0,0,1,1,0,1,0,1,1,0
620,0,1,0,0,1,1,0,1,1,0,0,1
621,0,1,0,0,1,1,0,1,1,0,1,1
622,0,1,0,0,1,1,0,1,1,1,0,0
623,0,1,0,0,1,1,0,1,1,1,1,1
624,0,1,0,0,1,1,1,0,0,0,0,0
625,0,1,0,0,1,1,1,0,0,0,1,1
626,0,1,0,0,1,1,1,0,0,1,0,0
627,0,1,0,0,1,1,1,0,0,1,1,1
628,0,1,0,0,1,1,1,0,1,0,0,1
629,0,1,0,0,1,1,1,0,1,0,1,1
630,0,1,0,0,1,1,1,0,1,1,0,0
631,0,1,0,0,1,1,1,0,1,1,1,0
632,0,1,0,0,1,1,1,1,0,0,0,0
633,0,1,0,0,1,1,1,1,0,0,1,1
634,0,1,0,0,1,1,1,1,0,1,0,0
635,0,1,0,0,1,1,1,1,0,1,1,1
636,0,1,0,0,1,1,1,1,1,0,0,1
637,0,1,0,0,1,1,1,1,1,0,1,1
638,0,1,0,0,1,1,1,1,1,1,0,0
639,0,1,0,0,1,1,1,1,1,1,1,1
640,0,1,0,1,0,0,0,0,0,0,0,0
641,0,1,0,1,0,0,0,0,0,0,1,0
642,0,1,0,1,0,0,0,0,0,1,0,0
643,0,1,0,1,0,0,0,0,0,1,1,0
644,0,1,0,1,0,0,0,0,1,0,0,1
645,0,1,0,1,0,0,0,0,1,0,1,0
646,0,1,0,1,0,0,0,0,1,1,0,1
647,0,1,0,1,0,0,0,0,1,1,1,0
648,0,1,0,1,0,0,0,1,0,0,0,0
649,0,1,0,1,0,0,0,1,0,0,1,0
650,0,1,0,1,0,0,0,1,0,1,0,0
651,0,1,0,1,0,0,0,1,0,1,1,0
652,0,1,0,1,0,0,0,1,1,0,0,1
653,0,1,0,1,0,0,0,1,1,0,1,0
654,0,1,0,1,0,0,0,1,1,1,0,1
655,0,1,0,1,0,0,0,1,1,1,1,1
656,0,1,0,1,0,0,1,0,0,0,0,0
657,0,1,0,1,0,0,1,0,0,0,1,0
658,0,1,0,1,0,0,1,0,0,1,0,0
659,0,1,0,1,0,0,1,0,0,1,1,1
660,0,1,0,1,0,0,1,0,1,0,0,1
661,0,1,0,1,0,0,1,0,1,0,1,0
662,0,1,0,1,0,0,1,0,1,1,0,1
663,0,1,0,1,0,0,1,0,1,1,1,0
664,0,1,0,1,0,0,1,1,0,0,0,0
665,0,1,0,1,0,0,1,1,0,0,1,0
666,0,1,0,1,0,0,1,1,0,1,0,0
667,0,1,0,1,0,0,1,1,0,1,1,1
668,0,1,0,1,0,0,1,1,1,0,0,1
669,0,1,0,1,0,0,1,1,1,0,1,0
670,0,1,0,1,0,0,1,1,1,1,0,1
671,0,1,0,1,0,0,1,1,1,1,1,1
672,0,1,0,1,0,1,0,0,0,0,0,0
673,0,1,0,1,0,1,0,0,0,0,1,0
674,0,1,0,1,0,1,0,0,0,1,0,0
675,0,1,0,1,0,1,0,0,0,1,1,0
676,0,1,0,1,0,1,0,0,1,0,0,1
677,0,1,0,1,0,1,0,0,1,0,1,1
678,0,1,0,1,0,1,0,0,1,1,0,1
679,0,1,0,1,0,1,0,0,1,1,1,0
680,0,1,0,1,0,1,0,1,0,0,0,0
681,0,1,0,1,0,1,0,1,0,0,1,0
682,0,1,0,1,0,1,0,1,0,1,0,0
683,0,1,0,1,0,1,0,1,0,1,1,0
684,0,1,0,1,0,1,0,1,1,0,0,1
685,0,1,0,1,0,1,0,1,1,0,1,1
686,0,1,0,1,0,1,0,1,1,1,0,1
687,0,1,0,1,0,1,0,1,1,1,1,1
688,0,1,0,1,0,1,1,0,0,0,0,0
689,0,1,0,1,0,1,1,0,0,0,1,0
690,0,1,0,1,0,1,1,0,0,1,0,0
691,0,1,0,1,0,1,1,0,0,1,1,1
692,0,1,0,1,0,1,1,0,1,0,0,1
693,0,1,0,1,0,1,1,0,1,0,1,1
694,0,1,0,1,0,1,1,0,1,1,0,1
695,0,1,0,1,0,1,1,0,1,1,1,0
696,0,1,0,1,0,1,1,1,0,0,0,0
697,0,1,0,1,0,1,1,1,0,0,1,0
698,0,1,0,1,0,1,1,1,0,1,0,0
699,0,1,0,1,0,1,1,1,0,1,1,1
700,0,1,0,1,0,1,1,1,1,0,0,1
701,0,1,0,1,0,1,1,1,1,0,1,1
702,0,1,0,1,0,1,1,1,1,1,0,1
703,0,1,0,1,0,1,1,1,1,1,1,1
704,0,1,0,1,1,0,0,0,0,0,0,0
705,0,1,0,1,1,0,0,0,0,0,1,1
706,0,1,0,1,1,0,0,0,0,1,0,0
707,0,1,0,1,1,0,0,0,0,1,1,0
708,0,1,0,1,1,0,0,0,1,0,0,1
709,0,1,0,1,1,0,0,0,1,0,1,0
710,0,1,0,1,1,0,0,0,1,1,0,1
711,0,1,0,1,1,0,0,0,1,1,1,0
712,0,1,0,1,1,0,0,1,0,0,0,0
713,0,1,0,1,1,0,0,1,0,0,1,1
714,0,1,0,1,1,0,0,1,0,1,0,0
715,0,1,0,1,1,0,0,1,0,1,1,0
716,0,1,0,1,1,0,0,1,1,0,0,1
717,0,1,0,1,1,0,0,1,1,0,1,0
718,0,1,0,1,1,0,0,1,1,1,0,1
719,0,1,0,1,1,0,0,1,1,1,1,1
720,0,1,0,1,1,0,1,0,0,0,0,0
721,0,1,0,1,1,0,1,0,0,0,1,1
722,0,1,0,1,1,0,1,0,0,1,0,0
723,0,1,0,1,1,0,1,0,0,1,1,1
724,0,1,0,1,1,0,1,0,1,0,0,1
725,0,1,0,1,1,0,1,0,1,0,1,0
726,0,1,0,1,1,0,1,0,1,1,0,1
727,0,1,0,1,1,0,1,0,1,1,1,0
728,0,1,0,1,1,0,1,1,0,0,0,0
729,0,1,0,1,1,0,1,1,0,0,1,1
730,0,1,0,1,1,0,1,1,0,1,0,0
731,0,1,0,1,1,0,1,1,0,1,1,1
732,0,1,0,1,1,0,1,1,1,0,0,1
733,0,1,0,1,1,0,1,1,1,0,1,0
734,0,1,0,1,1,0,1,1,1,1,0,1
735,0,1,0,1,1,0,1,1,1,1,1,1
736,0,1,0,1,1,1,0,0,0,0,0,0
737,0,1,0,1,1,1,0,0,0,0,1,1
738,0,1,0,1,1,1,0,0,0,1,0,0
739,0,1,0,1,1,1,0,0,0,1,1,0
740,0,1,0,1,1,1,0,0,1,0,0,1
741,0,1,0,1,1,1,0,0,1,0,1,1
742,0,1,0,1,1,1,0,0,1,1,0,1
743,0,1,0,1,1,1,0,0,1,1,1,0
744,0,1,0,1,1,1,0,1,0,0,0,0
745,0,1,0,1,1,1,0,1,0,0,1,1
746,0,1,0,1,1,1,0,1,0,1,0,0
747,0,1,0,1,1,1,0,1,0,1,1,0
748,0,1,0,1,1,1,0,1,1,0,0,1
749,0,1,0,1,1,1,0,1,1,0,1,1
750,0,1,0,1,1,1,0,1,1,1,0,1
751,0,1,0,1,1,1,0,1,1,1,1,1
752,0,1,0,1,1,1,1,0,0,0,0,0
753,0,1,0,1,1,1,1,0,0,0,1,1
754,0,1,0,1,1,1,1,0,0,1,0,0
755,0,1,0,1,1,1,1,0,0,1,1,1
756,0,1,0,1,1,1,1,0,1,0,0,1
757,0,1,0,1,1,1,1,0,1,0,1,1
758,0,1,0,1,1,1,1,0,1,1,0,1
759,0,1,0,1,1,1,1,0,1,1,1,0
760,0,1,0,1,1,1,1,1,0,0,0,0
761,0,1,0,1,1,1,1,1,0,0,1,1
762,0,1,0,1,1,1,1,1,0,1,0,0
763,0,1,0,1,1,1,1,1,0,1,1,1
764,0,1,0,1,1,1,1,1,1,0,0,1
765,0,1,0,1,1,1,1,1,1,0,1,1
766,0,1,0,1,1,1,1,1,1,1,0,1
767,0,1,0,1,1,1,1,1,1,1,1,1
768,0,1,1,0,0,0,0,0,0,0,0,0
769,0,1,1,0,0,0,0,0,0,0,1,0
770,0,1,1,0,0,0,0,0,0,1,0,1
771,0,1,1,0,0,0,0,0,0,1,1,0
772,0,1,1,0,0,0,0,0,1,0,0,1
773,0,1,1,0,0,0,0,0,1,0,1,0
774,0,1,1,0,0,0,0,0,1,1,0,0
775,0,1,1,0,0,0,0,0,1,1,1,0
776,0,1,1,0,0,0,0,1,0,0,0,0
777,0,1,1,0,0,0,0,1,0,0,1,0
778,0,1,1,0,0,0,0,1,0,1,0,1
779,0,1,1,0,0,0,0,1,0,1,1,0
780,0,1,1,0,0,0,0,1,1,0,0,1
781,0,1,1,0,0,0,0,1,1,0,1,0
782,0,1,1,0,0,0,0,1,1,1,0,0
783,0,1,1,0,0,0,0,1,1,1,1,1
784,0,1,1,0,0,0,1,0,0,0,0,0
785,0,1,1,0,0,0,1,0,0,0,1,0
786,0,1,1,0,0,0,1,0,0,1,0,1
787,0,1,1,0,0,0,1,0,0,1,1,1
788,0,1,1,0,0,0,1,0,1,0,0,1
789,0,1,1,0,0,0,1,0,1,0,1,0
790,0,1,1,0,0,0,1,0,1,1,0,0
791,0,1,1,0,0,0,1,0,1,1,1,0
792,0,1,1,0,0,0,1,1,0,0,0,0
793,0,1,1,0,0,0,1,1,0,0,1,0
794,0,1,1,0,0,0,1,1,0,1,0,1
795,0,1,1,0,0,0,1,1,0,1,1,1
796,0,1,1,0,0,0,1,1,1,0,0,1
797,0,1,1,0,0,0,1,1,1,0,1,0
798,0,1,1,0,0,0,1,1,1,1,0,0
799,0,1,1,0,0,0,1,1,1,1,1,1
800,0,1,1,0,0,1,0,0,0,0,0,0
801,0,1,1,0,0,1,0,0,0,0,1,0
802,0,1,1,0,0,1,0,0,0,1,0,1
803,0,1,1,0,0,1,0,0,0,1,1,0
804,0,1,1,0,0,1,0,0,1,0,0,1
805,0,1,1,0,0,1,0,0,1,0,1,1
806,0,1,1,0,0,1,0,0,1,1,0,0
807,0,1,1,0,0,1,0,0,1,1,1,0
808,0,1,1,0,0,1,0,1,0,0,0,0
809,0,1,1,0,0,1,0,1,0,0,1,0
810,0,1,1,0,0,1,0,1,0,1,0,1
811,0,1,1,0,0,1,0,1,0,1,1,0
812,0,1,1,0,0,1,0,1,1,0,0,1
813,0,1,1,0,0,1,0,1,1,0,1,1
814,0,1,1,0,0,1,0,1,1,1,0,0
815,0,1,1,0,0,1,0,1,1,1,1,1
816,0,1,1,0,0,1,1,0,0,0,0,0
817,0,1,1,0,0,1,1,0,0,0,1,0
818,0,1,1,0,0,1,1,0,0,1,0,1
819,0,1,1,0,0,1,1,0,0,1,1,1
820,0,1,1,0,0,1,1,0,1,0,0,1
821,0,1,1,0,0,1,1,0,1,0,1,1
822,0,1,1,0,0,1,1,0,1,1,0,0
823,0,1,1,0,0,1,1,0,1,1,1,0
824,0,1,1,0,0,1,1,1,0,0,0,0
825,0,1,1,0,0,1,1,1,0,0,1,0
826,0,1,1,0,0,1,1,1,0,1,0,1
827,0,1,1,0,0,1,1,1,0,1,1,1
828,0,1,1,0,0,1,1,1,1,0,0,1
829,0,1,1,0,0,1,1,1,1,0,1,1
830,0,1,1,0,0,1,1,1,1,1,0,0
831,0,1,1,0,0,1,1,1,1,1,1,1
832,0,1,1,0,1,0,0,0,0,0,0,0
833,0,1,1,0,1,0,0,0,0,0,1,1
834,0,1,1,0,1,0,0,0,0,1,0,1
835,0,1,1,0,1,0,0,0,0,1,1,0
836,0,1,1,0,1,0,0,0,1,0,0,1
837,0,1,1,0,1,0,0,0,1,0,1,0
838,0,1,1,0,1,0,0,0,1,1,0,0
839,0,1,1,0,1,0,0,0,1,1,1,0
840,0,1,1,0,1,0,0,1,0,0,0,0
841,0,1,1,0,1,0,0,1,0,0,1,1
842,0,1,1,0,1,0,0,1,0,1,0,1
843,0,1,1,0,1,0,0,1,0,1,1,0
844,0,1,1,0,1,0,0,1,1,0,0,1
845,0,1,1,0,1,0,0,1,1,0,1,0
846,0,1,1,0,1,0,0,1,1,1,0,0
847,0,1,1,0,1,0,0,1,1,1,1,1
848,0,1,1,0,1,0,1,0,0,0,0,0
849,0,1,1,0,1,0,1,0,0,0,1,1
850,0,1,1,0,1,0,1,0,0,1,0,1
851,0,1,1,0,1,0,1,0,0,1,1,1
852,0,1,1,0,1,0,1,0,1,0,0,1
853,0,1,1,0,1,0,1,0,1,0,1,0
854,0,1,1,0,1,0,1,0,1,1,0,0
855,0,1,1,0,1,0,1,0,1,1,1,0
856,0,1,1,0,1,0,1,1,0,0,0,0
857,0,1,1,0,1,0,1,1,0,0,1,1
858,0,1,1,0,1,0,1,1,0,1,0,1
859,0,1,1,0,1,0,1,1,0,1,1,1
860,0,1,1,0,1,0,1,1,1,0,0,1
861,0,1,1,0,1,0,1,1,1,0,1,0
862,0,1,1,0,1,0,1,1,1,1,0,0
863,0,1,1,0,1,0,1,1,1,1,1,1
864,0,1,1,0,1,1,0,0,0,0,0,0
865,0,1,1,0,1,1,0,0,0,0,1,1
866,0,1,1,0,1,1,0,0,0,1,0,1
867,0,1,1,0,1,1,0,0,0,1,1,0
868,0,1,1,0,1,1,0,0,1,0,0,1
869,0,1,1,0,1,1,0,0,1,0,1,1
870,0,1,1,0,1,1,0,0,1,1,0,0
871,0,1,1,0,1,1,0,0,1,1,1,0
872,0,1,1,0,1,1,0,1,0,0,0,0
873,0,1,1,0,1,1,0,1,0,0,1,1
874,0,1,1,0,1,1,0,1,0,1,0,1
875,0,1,1,0,1,1,0,1,0,1,1,0
876,0,1,1,0,1,1,0,1,1,0,0,1
877,0,1,1,0,1,1,0,1,1,0,1,1
878,0,1,1,0,1,1,0,1,1,1,0,0
879,0,1,1,0,1,1,0,1,1,1,1,1
880,0,1,1,0,1,1,1,0,0,0,0,0
881,0,1,1,0,1,1,1,0,0,0,1,1
882,0,1,1,0,1,1,1,0,0,1,0,1
883,0,1,1,0,1,1,1,0,0,1,1,1
884,0,1,1,0,1,1,1,0,1,0,0,1
885,0,1,1,0,1,1,1,0,1,0,1,1
886,0,1,1,0,1,1,1,0,1,1,0,0
887,0,1,1,0,1,1,1,0,1,1,1,0
888,0,1,1,0,1,1,1,1,0,0,0,0
889,0,1,1,0,1,1,1,1,0,0,1,1
890,0,1,1,0,1,1,1,1,0,1,0,1
891,0,1,1,0,1,1,1,1,0,1,1,1
892,0,1,1,0,1,1,1,1,1,0,0,1
893,0,1,1,0,1,1,1,1,1,0,1,1
894,0,1,1,0,1,1,1,1,1,1,0,0
895,0,1,1,0,1,1,1,1,1,1,1,1
896,0,1,1,1,0,0,0,0,0,0,0,0
897,0,1,1,1,0,0,0,0,0,0,1,0
898,0,1,1,1,0,0,0,0,0,1,0,1
899,0,1,1,1,0,0,0,0,0,1,1,0
900,0,1,1,1,0,0,0,0,1,0,0,1
901,0,1,1,1,0,0,0,0,1,0,1,0
902,0,1,1,1,0,0,0,0,1,1,0,1
903,0,1,1,1,0,0,0,0,1,1,1,0
904,0,1,1,1,0,0,0,1,0,0,0,0
905,0,1,1,1,0,0,0,1,0,0,1,0
906,0,1,1,1,0,0,0,1,0,1,0,1
907,0,1,1,1,0,0,0,1,0,1,1,0
908,0,1,1,1,0,0,0,1,1,0,0,1
909,0,1,1,1,0,0,0,1,1,0,1,0
910,0,1,1,1,0,0,0,1,1,1,0,1
911,0,1,1,1,0,0,0,1,1,1,1,1
912,0,1,1,1,0,0,1,0,0,0,0,0
913,0,1,1,1,0,0,1,0,0,0,1,0
914,0,1,1,1,0,0,1,0,0,1,0,1
915,0,1,1,1,0,0,1,0,0,1,1,1
916,0,1,1,1,0,0,1,0,1,0,0,1
917,0,1,1,1,0,0,1,0,1,0,1,0
918,0,1,1,1,0,0,1,0,1,1,0,1
919,0,1,1,1,0,0,1,0,1,1,1,0
920,0,1,1,1,0,0,1,1,0,0,0,0
921,0,1,1,1,0,0,1,1,0,0,1,0
922,0,1,1,1,0,0,1,1,0,1,0,1
923,0,1,1,1,0,0,1,1,0,1,1,1
924,0,1,1,1,0,0,1,1,1,0,0,1
925,0,1,1,1,0,0,1,1,1,0,1,0
926,0,1,1,1,0,0,1,1,1,1,0,1
927,0,1,1,1,0,0,1,1,1,1,1,1
928,0,1,1,1,0,1,0,0,0,0,0,0
929,0,1,1,1,0,1,0,0,0,0,1,0
930,0,1,1,1,0,1,0,0,0,1,0,1
931,0,1,1,1,0,1,0,0,0,1,1,0
932,0,1,1,1,0,1,0,0,1,0,0,1
933,0,1,1,1,0,1,0,0,1,0,1,1
934,0,1,1,1,0,1,0,0,1,1,0,1
935,0,1,1,1,0,1,0,0,1,1,1,0
936,0,1,1,1,0,1,0,1,0,0,0,0
937,0,1,1,1,0,1,0,1,0,0,1,0
938,0,1,1,1,0,1,0,1,0,1,0,1
939,0,1,1,1,0,1,0,1,0,1,1,0
940,0,1,1,1,0,1,0,1,1,0,0,1
941,0,1,1,1,0,1,0,1,1,0,1,1
942,0,1,1,1,0,1,0,1,1,1,0,1
943,0,1,1,1,0,1,0,1,1,1,1,1
944,0,1,1,1,0,1,1,0,0,0,0,0
945,0,1,1,1,0,1,1,0,0,0,1,0
946,0,1,1,1,0,1,1,0,0,1,0,1
947,0,1,1,1,0,1,1,0,0,1,1,1
948,0,1,1,1,0,1,1,0,1,0,0,1
949,0,1,1,1,0,1,1,0,1,0,1,1
950,0,1,1,1,0,1,1,0,1,1,0,1
951,0,1,1,1,0,1,1,0,1,1,1,0
952,0,1,1,1,0,1,1,1,0,0,0,0
953,0,1,1,1,0,1,1,1,0,0,1,0
954,0,1,1,1,0,1,1,1,0,1,0,1
955,0,1,1,1,0,1,1,1,0,1,1,1
956,0,1,1,1,0,1,1,1,1,0,0,1
957,0,1,1,1,0,1,1,1,1,0,1,1
958,0,1,1,1,0,1,1,1,1,1,0,1
959,0,1,1,1,0,1,1,1,1,1,1,1
960,0,1,1,1,1,0,0,0,0,0,0,0
961,0,1,1,1,1,0,0,0,0,0,1,1
962,0,1,1,1,1,0,0,0,0,1,0,1
963,0,1,1,1,1,0,0,0,0,1,1,0
964,0,1,1,1,1,0,0,0,1,0,0,1
965,0,1,1,1,1,0,0,0,1,0,1,0
966,0,1,1,1,1,0,0,0,1,1,0,1
967,0,1,1,1,1,0,0,0,1,1,1,0
968,0,1,1,1,1,0,0,1,0,0,0,0
969,0,1,1,1,1,0,0,1,0,0,1,1
970,0,1,1,1,1,0,0,1,0,1,0,1
971,0,1,1,1,1,0,0,1,0,1,1,0
972,0,1,1,1,1,0,0,1,1,0,0,1
973,0,1,1,1,1,0,0,1,1,0,1,0
974,0,1,1,1,1,0,0,1,1,1,0,1
975,0,1,1,1,1,0,0,1,1,1,1,1
976,0,1,1,1,1,0,1,0,0,0,0,0
977,0,1,1,1,1,0,1,0,0,0,1,1
978,0,1,1,1,1,0,1,0,0,1,0,1
979,0,1,1,1,1,0,1,0,0,1,1,1
980,0,1,1,1,1,0,1,0,1,0,0,1
981,0,1,1,1,1,0,1,0,1,0,1,0
982,0,1,1,1,1,0,1,0,1,1,0,1
983,0,1,1,1,1,0,1,0,1,1,1,0
984,0,1,1,1,1,0,1,1,0,0,0,0
985,0,1,1,1,1,0,1,1,0,0,1,1
986,0,1,1,1,1,0,1,1,0,1,0,1
987,0,1,1,1,1,0,1,1,0,1,1,1
988,0,1,1,1,1,0,1,1,1,0,0,1
989,0,1,1,1,1,0,1,1,1,0,1,0
990,0,1,1,1,1,0,1,1,1,1,0,1
991,0,1,1,1,1,0,1,1,1,1,1,1
992,0,1,1,1,1,1,0,0,0,0,0,0
993,0,1,1,1,1,1,0,0,0,0,1,1
994,0,1,1,1,1,1,0,0,0,1,0,1
995,0,1,1,1,1,1,0,0,0,1,1,0
996,0,1,1,1,1,1,0,0,1,0,0,1
997,0,1,1,1,1,1,0,0,1,0,1,1
998,0,1,1,1,1,1,0,0,1,1,0,1
999,0,1,1,1,1,1,0,0,1,1,1,0
1000,0,1,1,1,1,1,0,1,0,0,0,0
1001,0,1,1,1,1,1,0,1,0,0,1,1
1002,0,1,1,1,1,1,0,1,0,1,0,1
1003,0,1,1,1,1,1,0,1,0,1,1,0
1004,0,1,1,1,1,1,0,1,1,0,0,1
1005,0,1,1,1,1,1,0,1,1,0,1,1
1006,0,1,1,1,1,1,0,1,1,1,0,1
1007,0,1,1,1,1,1,0,1,1,1,1,1
1008,0,1,1,1,1,1,1,0,0,0,0,0
1009,0,1,1,1,1,1,1,0,0,0,1,1
1010,0,1,1,1,1,1,1,0,0,1,0,1
1011,0,1,1,1,1,1,1,0,0,1,1,1
1012,0,1,1,1,1,1,1,0,1,0,0,1
1013,0,1,1,1,1,1,1,0,1,0,1,1
1014,0,1,1,1,1,1,1,0,1,1,0,1
1015,0,1,1,1,1,1,1,0,1,1,1,0
1016,0,1,1,1,1,1,1,1,0,0,0,0
1017,0,1,1,1,1,1,1,1,0,0,1,1
1018,0,1,1,1,1,1,1,1,0,1,0,1
1019,0,1,1,1,1,1,1,1,0,1,1,1
1020,0,1,1,1,1,1,1,1,1,0,0,1
1021,0,1,1,1,1,1,1,1,1,0,1,1
1022,0,1,1,1,1,1,1,1,1,1,0,1
1023,0,1,1,1,1,1,1,1,1,1,1,1
1024,1,0,0,0,0,0,0,0,0,0,0,1
1025,1,0,0,0,0,0,0,0,0,0,1,0
1026,1,0,0,0,0,0,0,0,0,1,0,0
1027,1,0,0,0,0,0,0,0,0,1,1,0
1028,1,0,0,0,0,0,0,0,1,0,0,0
1029,1,0,0,0,0,0,0,0,1,0,1,0
1030,1,0,0,0,0,0,0,0,1,1,0,0
1031,1,0,0,0,0,0,0,0,1,1,1,0
1032,1,0,0,0,0,0,0,1,0,0,0,1
1033,1,0,0,0,0,0,0,1,0,0,1,0
1034,1,0,0,0,0,0,0,1,0,1,0,0
1035,1,0,0,0,0,0,0,1,0,1,1,0
1036,1,0,0,0,0,0,0,1,1,0,0,0
1037,1,0,0,0,0,0,0,1,1,0,1,0
1038,1,0,0,0,0,0,0,1,1,1,0,0
1039,1,0,0,0,0,0,0,1,1,1,1,1
1040,1,0,0,0,0,0,1,0,0,0,0,1
1041,1,0,0,0,0,0,1,0,0,0,1,0
1042,1,0,0,0,0,0,1,0,0,1,0,0
1043,1,0,0,0,0,0,1,0,0,1,1,1
1044,1,0,0,0,0,0,1,0,1,0,0,0
1045,1,0,0,0,0,0,1,0,1,0,1,0
1046,1,0,0,0,0,0,1,0,1,1,0,0
1047,1,0,0,0,0,0,1,0,1,1,1,0
1048,1,0,0,0,0,0,1,1,0,0,0,1
1049,1,0,0,0,0,0,1,1,0,0,1,0
1050,1,0,0,0,0,0,1,1,0,1,0,0
1051,1,0,0,0,0,0,1,1,0,1,1,1
1052,1,0,0,0,0,0,1,1,1,0,0,0
1053,1,0,0,0,0,0,1,1,1,0,1,0
1054,1,0,0,0,0,0,1,1,1,1,0,0
1055,1,0,0,0,0,0,1,1,1,1,1,1
1056,1,0,0,0,0,1,0,0,0,0,0,1
1057,1,0,0,0,0,1,0,0,0,0,1,0
1058,1,0,0,0,0,1,0,0,0,1,0,0
1059,1,0,0,0,0,1,0,0,0,1,1,0
1060,1,0,0,0,0,1,0,0,1,0,0,0
1061,1,0,0,0,0,1,0,0,1,0,1,1
1062,1,0,0,0,0,1,0,0,1,1,0,0
1063,1,0,0,0,0,1,0,0,1,1,1,0
1064,1,0,0,0,0,1,0,1,0,0,0,1
1065,1,0,0,0,0,1,0,1,0,0,1,0
1066,1,0,0,0,0,1,0,1,0,1,0,0
1067,1,0,0,0,0,1,0,1,0,1,1,0
1068,1,0,0,0,0,1,0,1,1,0,0,0
